"","state","year","absenteeexcusereq","pollhours","avgpollhours","maxpollhours","minpollhours","regdeadlines","voteridlaws","novoterid","noallmailvote","noearlyvote","nofelonreg","nofelonsregafterincar","nonstrictid","nonstrictphoto","noonlineregistration","nopermanentabsentee","nopollplacereg","nopr","nosamedayreg","nostateholiday","pr16","pr17","pr175","pr60","pr90","strictid","strictphoto","covi_num"
"389","VT",2012,0,11,9,9,9,8,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.0795997
"390","VT",2014,0,11,9,9,9,8,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.0795997
"391","VA",2012,1,7,13,13,13,22,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4329959
"392","VA",2014,1,7,13,13,13,22,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4329959
"393","WA",2012,0,0,20,20,20,8,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,-1.395531
"394","WA",2014,0,0,20,20,20,8,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,-1.395531
"395","WV",2012,0,7,13,13,13,21,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,-0.1311634
"396","WV",2014,0,7,13,13,13,21,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,-0.1311634
"397","WI",2012,0,7,13,13,13,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.7710066
"398","WI",2014,0,7,13,13,13,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.7710066
"399","WY",2012,0,8,12,12,12,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.2434373
"400","WY",2014,0,8,12,12,12,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.2434373
"401","AL",2016,1,8,12,12,12,15,2,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.6155275
"402","AL",2018,1,8,12,12,12,15,2,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.6155275
"403","AK",2016,0,7,13,13,13,30,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,-0.1523041
"404","AK",2018,0,7,13,13,13,30,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,-0.1523041
"405","AZ",2016,0,7,13,13,13,29,3,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0.2562526
"406","AZ",2018,0,7,13,13,13,29,3,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0.2562526
"407","AR",2016,1,8,12,12,12,29,2,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.5550085
"408","AR",2018,1,8,12,12,12,29,2,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.5550085
"409","CA",2016,0,7,13,13,13,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.262336
"410","CA",2018,0,7,13,13,13,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.262336
"411","CO",2016,0,8,12,12,12,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.7211828
"412","CO",2018,0,8,12,12,12,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.7211828
"413","CT",2016,1,6,14,14,14,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-0.2272232
"414","CT",2018,1,6,14,14,14,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-0.2272232
"415","DE",2016,1,7,13,13,13,24,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.1257785
"416","DE",2018,1,7,13,13,13,24,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.1257785
"417","FL",2016,0,8,12,12,12,28,2,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.457588
"418","FL",2018,0,8,12,12,12,28,2,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.457588
"419","GA",2016,0,8,12,12,12,28,4,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0.2112292
"420","GA",2018,0,8,12,12,12,28,4,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0.2112292
"421","HI",2016,0,9,11,11,11,29,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.7265446
"422","HI",2018,0,9,11,11,11,29,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.7265446
"423","ID",2016,0,7.5,12.5,13,12,0,2,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.05282
"424","ID",2018,0,7.5,12.5,13,12,0,2,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.05282
"425","IL",2016,0,7,13,13,13,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.649683
"426","IL",2018,0,7,13,13,13,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.649683
"427","IN",2016,1,8,12,12,12,28,4,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.6863285
"428","IN",2018,1,8,12,12,12,28,4,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.6863285
"429","IA",2016,0,6,14,14,14,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.7572454
"430","IA",2018,0,6,14,14,14,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.7572454
"431","KS",2016,0,8,12,12,12,21,4,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.3819346
"432","KS",2018,0,8,12,12,12,21,4,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.3819346
"433","KY",2016,1,8,12,12,12,28,1,0,1,1,1,1,1,0,0,1,1,1,1,0.5,0,0,0,0,0,0,0,0.6875018
"434","KY",2018,1,8,12,12,12,28,1,0,1,1,1,1,1,0,0,1,1,1,1,0.5,0,0,0,0,0,0,0,0.6875018
"435","LA",2016,1,6,14,14,14,28,2,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-0.1415836
"436","LA",2018,1,6,14,14,14,28,2,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-0.1415836
"437","ME",2016,0,8,12,14,10,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-0.867323
"438","ME",2018,0,8,12,14,10,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-0.867323
"439","MD",2016,0,7,13,13,13,21,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,-0.7771339
"440","MD",2018,0,7,13,13,13,21,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,-0.7771339
"441","MA",2016,1,6.375,13.625,14.25,13,20,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,-0.6968133
"442","MA",2018,1,6.375,13.625,14.25,13,20,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,-0.6968133
"443","MI",2016,1,7,13,13,13,28,2,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.5943133
"444","MI",2018,1,7,13,13,13,28,2,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.5943133
"445","MN",2016,0,7,13,13,13,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.260545
"446","MN",2018,0,7,13,13,13,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.260545
"447","MS",2016,1,8,12,12,12,30,4,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1.086012
"448","MS",2018,1,8,12,12,12,30,4,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1.086012
"449","MO",2016,1,7,13,13,13,27,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0.319766
"450","MO",2018,1,7,13,13,13,27,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0.319766
"451","MT",2016,0,7,13,13,13,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-0.1485618
"452","MT",2018,0,7,13,13,13,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-0.1485618
"453","NE",2016,0,8,12,12,12,18,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,-0.2937209
"454","NE",2018,0,8,12,12,12,18,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,-0.2937209
"455","NV",2016,0,8,12,12,12,21,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.3201633
"456","NV",2018,0,8,12,12,12,21,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.3201633
"457","NH",2016,1,9,11,14,8,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1.217994
"458","NH",2018,1,9,11,14,8,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1.217994
"459","NJ",2016,0,6,14,14,14,21,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,-0.6696267
"460","NJ",2018,0,6,14,14,14,21,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,-0.6696267
"461","NM",2016,0,8,12,12,12,28,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.574823
"462","NM",2018,0,8,12,12,12,28,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.574823
"463","NY",2016,1,5,15,15,15,25,0,1,1,1,1,1,0,0,0,1,1,1,1,0.75,0,0,0,0,0,0,0,0.0102045
"464","NY",2018,1,5,15,15,15,25,0,1,1,1,1,1,0,0,0,1,1,1,1,0.75,0,0,0,0,0,0,0,0.0102045
"465","NC",2016,0,7,13,13,13,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,-0.0521072
"466","NC",2018,0,7,13,13,13,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,-0.0521072
"467","ND",2016,0,9.5,10.5,14,7,0,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.8964487
"468","ND",2018,0,9.5,10.5,14,7,0,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.8964487
"469","OH",2016,0,7,13,13,13,28,3,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0.6046532
"470","OH",2018,0,7,13,13,13,28,3,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0.6046532
"471","OK",2016,0,8,12,12,12,25,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.3706146
"472","OK",2018,0,8,12,12,12,25,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.3706146
"473","OR",2016,0,0,20,20,20,21,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,-2.016382
"474","OR",2018,0,0,20,20,20,21,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,-2.016382
"475","PA",2016,1,7,13,13,13,28,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.4171046
"476","PA",2018,1,7,13,13,13,28,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.4171046
"477","RI",2016,1,8,12,13,11,30,2,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,-0.1068559
"478","RI",2018,1,8,12,13,11,30,2,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,-0.1068559
"479","SC",2016,1,8,12,12,12,30,2,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.821029
"480","SC",2018,1,8,12,12,12,30,2,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.821029
"481","SD",2016,0,8,12,12,12,15,2,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.46415
"482","SD",2018,0,8,12,12,12,15,2,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.46415
"483","TN",2016,0,8.5,11.5,13,10,28,4,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0.5983562
"484","TN",2018,0,8.5,11.5,13,10,28,4,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0.5983562
"485","TX",2016,0,8,12,12,12,28,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0.9000782
"486","TX",2018,0,8,12,12,12,28,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0.9000782
"487","UT",2016,0,7,13,13,13,11,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1.090262
"488","UT",2018,0,7,13,13,13,11,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1.090262
"489","VT",2016,0,8.5,11.5,14,9,6,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.2491112
"490","VT",2018,0,8.5,11.5,14,9,6,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.2491112
"491","VA",2016,1,7,13,13,13,22,4,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.8999801
"492","VA",2018,1,7,13,13,13,22,4,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.8999801
"493","WA",2016,0,0,20,20,20,8,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,-0.9150057
"494","WA",2018,0,0,20,20,20,8,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,-0.9150057
"495","WV",2016,0,7,13,13,13,21,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.2866252
"496","WV",2018,0,7,13,13,13,21,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,-0.2866252
"497","WI",2016,0,7,13,13,13,0,4,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0.2504012
"498","WI",2018,0,7,13,13,13,0,4,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0.2504012
"499","WY",2016,0,8,12,12,12,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.5906516
"500","WY",2018,0,8,12,12,12,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.5906516
"501","AL",2020,1,8,12,12,12,15,2,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.7755441
"502","AK",2020,0,7,13,13,13,30,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,-0.8261687
"503","AZ",2020,0,7,13,13,13,29,3,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0.4460047
"504","AR",2020,1,8,12,12,12,30,2,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.7980908
"505","CA",2020,0,7,13,13,13,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.024377
"506","CO",2020,0,8,12,12,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.677997
"507","CT",2020,1,6,14,14,14,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0333042
"508","DE",2020,1,7,13,13,13,24,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0908156
"509","FL",2020,0,8,12,12,12,29,2,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.3553076
"510","GA",2020,0,8,12,12,12,29,4,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0.093488
"511","HI",2020,0,9,11,11,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7207833
"512","ID",2020,0,7.5,12.5,13,12,0,2,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.5332603
"513","IL",2020,0,7,13,13,13,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.356069
"514","IN",2020,1,8,12,12,12,29,4,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1.175311
"515","IA",2020,0,6,14,14,14,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.1537921
"516","KS",2020,0,8,12,12,12,21,4,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0.9059682
"517","KY",2020,1,8,12,12,12,29,1,0,1,1,1,1,1,0,0,1,1,0,1,0.5,0,1,0,0,0,0,0,0.5259769
"518","LA",2020,1,6.5,13.5,14,13,30,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.1147112
"519","ME",2020,0,8,12,14,10,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-0.1517063
"520","MD",2020,0,7,13,13,13,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.9831508
"521","MA",2020,1,6.375,13.625,14.25,13,20,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,-1.03175
"522","MI",2020,0,7,13,13,13,0,2,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.0733128
"523","MN",2020,0,8.5,11.5,13,10,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.3728329
"524","MS",2020,1,8,12,12,12,30,4,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1.212483
"525","MO",2020,1,7,13,13,13,27,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0.4391241
"526","MT",2020,0,9.5,10.5,13,8,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6623217
"527","NE",2020,0,8,12,12,12,11,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.1619397
"528","NV",2020,0,8,12,12,12,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.5225606
"529","NH",2020,1,9.5,10.5,13,8,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1.436939
"530","NJ",2020,0,6,14,14,14,21,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.921365
"531","NM",2020,0,8,12,12,12,28,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.4218493
"532","NY",2020,1,5,15,15,15,25,0,1,1,0,1,1,0,0,0,0,1,0,1,0.75,1,0,0,0,0,0,0,-0.7531412
"533","NC",2020,0,7,13,13,13,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,-0.4896157
"534","ND",2020,0,9.5,10.5,14,7,0,3,0,1,0,1,0,0,0,0,1,0,NA,0,1,NA,NA,NA,NA,NA,1,0,-0.6507971
"535","OH",2020,0,7,13,13,13,30,3,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0.8780771
"536","OK",2020,0,8,12,12,12,25,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.6010236
"537","OR",2020,0,0,20,20,20,21,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-2.916981
"538","PA",2020,0,7,13,13,13,15,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0.4243446
"539","RI",2020,0,7,13,13,13,30,2,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-0.5933816
"540","SC",2020,1,8,12,12,12,30,2,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.9813643
"541","SD",2020,0,8,12,12,12,15,2,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.8225614
"542","TN",2020,1,8.5,11.5,13,10,30,4,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1.025527
"543","TX",2020,1,8,12,12,12,30,2,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0.9334781
"544","UT",2020,0,7,13,13,13,11,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.032781
"545","VT",2020,0,8.5,11.5,14,9,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0418787
"546","VA",2020,0,7,13,13,13,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.1638224
"547","WA",2020,0,0,20,20,20,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2.513303
"548","WV",2020,1,7,13,13,13,21,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.3074599
"549","WI",2020,0,7,13,13,13,0,4,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.7705977
"550","WY",2020,0,8,12,12,12,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.8301902
"551","AL",2022,1,8,12,NA,12,15,2,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1.278395414
"552","AL",2024,1,8,12,NA,12,15,2,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1.278395414
"553","AK",2022,0,8,12,NA,12,30,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,-0.410430074
"554","AK",2024,0,8,12,NA,12,30,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,-0.410430074
"555","AZ",2022,0,7,13,NA,13,29,3,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0.156268895
"556","AZ",2024,0,7,13,NA,13,29,3,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0.156268895
"557","AR",2022,1,8,12,NA,12,30,4,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1.367076397
"558","AR",2024,1,8,12,NA,12,30,4,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1.367076397
"559","CA",2022,0,0,20,NA,13,15,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1.920285702
"560","CA",2024,0,0,20,NA,13,15,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1.920285702
"561","CO",2022,0,1,19,NA,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2.095659733
"562","CO",2024,0,1,19,NA,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2.095659733
"563","CT",2022,1,6,14,NA,14,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.465377361
"564","CT",2024,1,6,14,NA,14,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.465377361
"565","DE",2022,1,7,13,NA,13,24,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,-0.294144213
"566","DE",2024,1,7,13,NA,13,24,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,-0.294144213
"567","FL",2022,0,8,12,NA,12,29,2,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417
"568","FL",2024,0,8,12,NA,12,29,2,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0.683532417
"569","GA",2022,0,7.5,12.5,13,12,29,4,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0.428766876
"570","GA",2024,0,7.5,12.5,13,12,29,4,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0.428766876
"571","HI",2022,0,1,19,NA,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.256378174
"572","HI",2024,0,1,19,NA,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.256378174
"573","ID",2022,0,7.5,12.5,13,12,0,2,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.308859646
"574","ID",2024,0,7.5,12.5,13,12,0,2,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.308859646
"575","IL",2022,0,7,13,NA,13,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.152004957
"576","IL",2024,0,7,13,NA,13,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.152004957
"577","IN",2022,1,8,12,NA,12,29,4,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0.881898403
"578","IN",2024,1,8,12,NA,12,29,4,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0.881898403
"579","IA",2022,0,6,14,NA,14,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.098999664
"580","IA",2024,0,6,14,NA,14,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-0.098999664
"581","KS",2022,0,8,12,NA,12,21,4,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1.038564682
"582","KS",2024,0,8,12,NA,12,21,4,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1.038564682
"583","KY",2022,1,8,12,NA,12,29,1,0,1,0,1,1,1,0,0,1,1,1,1,0.5,0,0,0,0,0,0,0,1.018952727
"584","KY",2024,1,8,12,NA,12,29,1,0,1,0,1,1,1,0,0,1,1,1,1,0.5,0,0,0,0,0,0,0,1.018952727
"585","LA",2022,1,6,14,NA,14,30,2,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0.580110788
