,year,state,district,office_type,poll_id,pollster_rating_id,pollster,question_id,methodology,sample_size,population,partisan,days_before_election,pred_margin,actual_margin,bias,error
4508,2008,Mississippi,0,Senate,16479,391.0,YouGov,25440,Online,417.0,lv,NO,10.0,-28.0,-22.879999999999995,-5.1200000000000045,5.1200000000000045
4509,2008,Mississippi,0,Senate,16479,391.0,YouGov,25441,Online,417.0,lv,NO,10.0,-8.0,-9.920000000000002,1.9200000000000017,1.9200000000000017
4510,2008,Montana,0,Senate,16491,391.0,YouGov,25442,Online,368.0,lv,NO,10.0,28.0,45.84,-17.840000000000003,17.840000000000003
4511,2008,Nebraska,0,Senate,16463,391.0,YouGov,25444,Online,407.0,lv,NO,10.0,-19.0,-17.46,-1.5399999999999991,1.5399999999999991
4512,2008,New Hampshire,0,Senate,16677,357.0,University of New Hampshire Survey Center,29421,Live Phone,687.0,lv,NO,10.0,11.0,6.339999999999996,4.660000000000004,4.660000000000004
4513,2008,New Hampshire,0,Senate,16464,391.0,YouGov,25445,Online,516.0,lv,NO,10.0,8.0,6.339999999999996,1.6600000000000037,1.6600000000000037
4514,2008,New Jersey,0,Senate,16669,320.0,Strategic Vision LLC,25281,Live Phone,800.0,lv,NO,10.0,8.0,14.079999999999998,-6.079999999999998,6.079999999999998
4515,2008,New Jersey,0,Senate,16468,391.0,YouGov,25446,Online,777.0,lv,NO,10.0,14.0,14.079999999999998,-0.0799999999999983,0.0799999999999983
4516,2008,New Mexico,0,Senate,16465,391.0,YouGov,25447,Online,457.0,lv,NO,10.0,21.0,22.659999999999997,-1.6599999999999966,1.6599999999999966
4517,2008,North Carolina,0,Senate,16610,224.0,National Journal,24930,Live Phone,402.0,lv,NO,10.0,2.0,8.469999999999999,-6.469999999999999,6.469999999999999
4518,2008,North Carolina,0,Senate,16495,391.0,YouGov,25443,Online,955.0,lv,NO,10.0,6.0,8.469999999999999,-2.469999999999999,2.469999999999999
4519,2008,Oklahoma,0,Senate,24126,260.0,Public Opinion Strategies,29368,Live Phone,500.0,lv,R,10.0,-16.0,-17.5,1.5,1.5
4520,2008,Oklahoma,0,Senate,16676,308.0,SoonerPoll.com,25393,IVR,720.0,lv,NO,10.0,-10.0,-17.5,7.5,7.5
4521,2008,Oklahoma,0,Senate,16496,391.0,YouGov,25448,Online,491.0,lv,NO,10.0,-11.0,-17.5,6.5,6.5
4522,2008,Oregon,0,Senate,16492,391.0,YouGov,25449,Online,698.0,lv,NO,10.0,1.0,3.3599999999999994,-2.3599999999999994,2.3599999999999994
4523,2008,Rhode Island,0,Senate,16471,391.0,YouGov,25450,Online,365.0,lv,NO,10.0,39.0,46.800000000000004,-7.800000000000004,7.800000000000004
4524,2008,South Carolina,0,Senate,16458,391.0,YouGov,25451,Online,728.0,lv,NO,10.0,-16.0,-15.319999999999993,-0.6800000000000068,0.6800000000000068
4525,2008,South Dakota,0,Senate,16459,391.0,YouGov,25452,Online,352.0,lv,NO,10.0,25.0,24.980000000000004,0.01999999999999602,0.01999999999999602
4526,2008,Tennessee,0,Senate,16478,391.0,YouGov,25453,Online,653.0,lv,NO,10.0,-23.0,-33.5,10.5,10.5
4527,2008,Texas,0,Senate,16485,391.0,YouGov,25454,Online,972.0,lv,NO,10.0,-12.0,-11.979999999999997,-0.020000000000003126,0.020000000000003126
4528,2008,Virginia,0,Senate,16614,224.0,National Journal,24932,Live Phone,404.0,lv,NO,10.0,29.0,31.330000000000005,-2.3300000000000054,2.3300000000000054
4529,2008,Virginia,0,Senate,16493,391.0,YouGov,25455,Online,772.0,lv,NO,10.0,25.0,31.330000000000005,-6.330000000000005,6.330000000000005
4530,2008,West Virginia,0,Senate,16460,391.0,YouGov,117517,Online,404.0,lv,NO,10.0,18.0,27.47,-9.469999999999999,9.469999999999999
4531,2008,Wyoming,0,Senate,16480,391.0,YouGov,25457,Online,246.0,lv,NO,10.0,-43.0,-51.44,8.439999999999998,8.439999999999998
4532,2008,Wyoming,0,Senate,16480,391.0,YouGov,25456,Online,246.0,lv,NO,10.0,-34.0,-46.879999999999995,12.879999999999995,12.879999999999995
4533,2008,New Hampshire,1,House,16677,357.0,University of New Hampshire Survey Center,118442,Live Phone,341.0,lv,NO,10.0,8.0,5.899999999999999,2.1000000000000014,2.1000000000000014
4534,2008,New Hampshire,2,House,16677,357.0,University of New Hampshire Survey Center,118443,Live Phone,344.0,lv,NO,10.0,22.0,15.019999999999996,6.980000000000004,6.980000000000004
4540,2008,Arizona,0,,16579,37.0,Big Village,21507,Live Phone,807.0,lv,NO,9.0,-6.5,-8.520000000000003,2.020000000000003,2.020000000000003
4541,2008,Arizona,0,,16656,277.0,Rasmussen Reports,21566,IVR,500.0,lv,NO,9.0,-5.0,-8.520000000000003,3.520000000000003,3.520000000000003
4542,2008,Colorado,0,,16576,37.0,Big Village,21508,Live Phone,774.0,lv,NO,9.0,7.5,8.949999999999996,-1.4499999999999957,1.4499999999999957
4543,2008,Colorado,0,,16647,243.0,InsiderAdvantage,21557,Live Phone,636.0,lv,NO,9.0,8.0,8.949999999999996,-0.9499999999999957,0.9499999999999957
4544,2008,Colorado,0,,16641,277.0,Rasmussen Reports,21551,IVR,1000.0,lv,NO,9.0,4.0,8.949999999999996,-4.949999999999996,4.949999999999996
4545,2008,Florida,0,,16580,37.0,Big Village,21509,Live Phone,747.0,lv,NO,9.0,4.5,2.8100000000000023,1.6899999999999977,1.6899999999999977
4546,2008,Florida,0,,16639,75.0,Datamar Analytics,21549,IVR,630.0,lv,NO,9.0,5.0,2.8100000000000023,2.1899999999999977,2.1899999999999977
4547,2008,Florida,0,,16626,172.0,Los Angeles Times,21537,Live Phone,639.0,lv,NO,9.0,8.0,2.8100000000000023,5.189999999999998,5.189999999999998
4548,2008,Florida,0,,16644,277.0,Rasmussen Reports,21554,IVR,1000.0,lv,NO,9.0,4.0,2.8100000000000023,1.1899999999999977,1.1899999999999977
4549,2008,Georgia,0,,16584,37.0,Big Village,21510,Live Phone,690.0,lv,NO,9.0,-4.5,-5.219999999999999,0.7199999999999989,0.7199999999999989
4550,2008,Indiana,0,,16604,281.0,Research 2000,21501,Live Phone,800.0,lv,NO,9.0,0.0,1.0300000000000011,-1.0300000000000011,1.0300000000000011
4551,2008,Minnesota,0,,16591,143.0,University of Minnesota Hubert H. Humphrey School of Public Affairs,21488,Live Phone,451.0,lv,NO,9.0,19.0,10.270000000000003,8.729999999999997,8.729999999999997
4552,2008,Missouri,0,,16581,37.0,Big Village,21511,Live Phone,825.0,lv,NO,9.0,-2.0,-0.14000000000000057,-1.8599999999999994,1.8599999999999994
4553,2008,Missouri,0,,16640,277.0,Rasmussen Reports,21550,IVR,1000.0,lv,NO,9.0,1.0,-0.14000000000000057,1.1400000000000006,1.1400000000000006
4554,2008,Missouri,0,,16674,325.0,SurveyUSA,21584,IVR,672.0,lv,NO,9.0,0.0,-0.14000000000000057,0.14000000000000057,0.14000000000000057
4555,2008,North Carolina,0,,16585,37.0,Big Village,21482,Live Phone,667.0,lv,NO,9.0,6.0,0.3299999999999983,5.670000000000002,5.670000000000002
4556,2008,North Carolina,0,,16652,263.0,Public Policy Polling,21562,IVR,1038.0,lv,NO,9.0,1.0,0.3299999999999983,0.6700000000000017,0.6700000000000017
4557,2008,North Carolina,0,,16645,277.0,Rasmussen Reports,21555,IVR,1000.0,lv,NO,9.0,-1.0,0.3299999999999983,-1.3299999999999983,1.3299999999999983
4558,2008,New Jersey,0,,16550,92.0,Fairleigh Dickinson University,21447,Live Phone,852.0,lv,NO,9.0,18.0,15.57,2.4299999999999997,2.4299999999999997
4559,2008,Nevada,0,,16578,37.0,Big Village,21512,Live Phone,684.0,lv,NO,9.0,7.0,12.579999999999998,-5.579999999999998,5.579999999999998
4560,2008,Ohio,0,,16577,37.0,Big Village,21513,Live Phone,779.0,lv,NO,9.0,5.5,4.600000000000001,0.8999999999999986,0.8999999999999986
4561,2008,Ohio,0,,16627,172.0,Los Angeles Times,21539,Live Phone,644.0,lv,NO,9.0,7.0,4.600000000000001,2.3999999999999986,2.3999999999999986
4562,2008,Ohio,0,,16642,277.0,Rasmussen Reports,21552,IVR,1000.0,lv,NO,9.0,4.0,4.600000000000001,-0.6000000000000014,0.6000000000000014
4563,2008,Oregon,0,,16673,325.0,SurveyUSA,21583,IVR,672.0,lv,NO,9.0,19.0,16.47,2.530000000000001,2.530000000000001
4564,2008,Pennsylvania,0,,16582,37.0,Big Village,21514,Live Phone,768.0,lv,NO,9.0,12.0,10.330000000000005,1.6699999999999946,1.6699999999999946
4565,2008,Pennsylvania,0,,16648,243.0,InsiderAdvantage,21558,Live Phone,588.0,lv,NO,9.0,9.0,10.330000000000005,-1.3300000000000054,1.3300000000000054
4566,2008,Pennsylvania,0,,16592,219.0,Muhlenberg College,21489,Live Phone,610.0,lv,NO,9.0,11.0,10.330000000000005,0.6699999999999946,0.6699999999999946
4567,2008,Virginia,0,,16583,37.0,Big Village,21515,Live Phone,721.0,lv,NO,9.0,9.0,6.310000000000002,2.6899999999999977,2.6899999999999977
4568,2008,Virginia,0,,16643,277.0,Rasmussen Reports,21553,IVR,1000.0,lv,NO,9.0,4.0,6.310000000000002,-2.3100000000000023,2.3100000000000023
4569,2008,Virginia,0,,16672,325.0,SurveyUSA,21582,IVR,671.0,lv,NO,9.0,9.0,6.310000000000002,2.6899999999999977,2.6899999999999977
4570,2008,Washington,0,,16668,320.0,Strategic Vision LLC,21578,Live Phone,800.0,lv,NO,9.0,12.0,17.17,-5.170000000000002,5.170000000000002
4571,2008,Indiana,0,Governor,16604,281.0,Research 2000,87650,Live Phone,800.0,lv,NO,9.0,-14.0,-17.800000000000004,3.8000000000000043,3.8000000000000043
4572,2008,Missouri,0,Governor,16674,325.0,SurveyUSA,87498,IVR,672.0,lv,NO,9.0,17.0,18.909999999999997,-1.9099999999999966,1.9099999999999966
4573,2008,Washington,0,Governor,16668,320.0,Strategic Vision LLC,87497,Live Phone,800.0,lv,NO,9.0,2.0,6.480000000000004,-4.480000000000004,4.480000000000004
4574,2008,North Carolina,0,Governor,16652,263.0,Public Policy Polling,87496,IVR,1038.0,lv,NO,9.0,3.0,3.3900000000000006,-0.39000000000000057,0.39000000000000057
4575,2008,Colorado,0,Senate,16576,37.0,Big Village,29310,Live Phone,774.0,lv,NO,9.0,10.0,10.309999999999995,-0.30999999999999517,0.30999999999999517
4576,2008,Georgia,0,Senate,16584,37.0,Big Village,29311,Live Phone,690.0,lv,NO,9.0,-9.0,-2.9299999999999997,-6.07,6.07
4577,2008,Minnesota,0,Senate,16591,143.0,University of Minnesota Hubert H. Humphrey School of Public Affairs,29334,Live Phone,418.0,lv,NO,9.0,4.0,0.00999999999999801,3.990000000000002,3.990000000000002
4578,2008,New Jersey,0,Senate,16550,92.0,Fairleigh Dickinson University,24837,Live Phone,852.0,lv,NO,9.0,20.0,14.079999999999998,5.920000000000002,5.920000000000002
4579,2008,North Carolina,0,Senate,16585,37.0,Big Village,29312,Live Phone,667.0,lv,NO,9.0,9.0,8.469999999999999,0.5300000000000011,0.5300000000000011
4580,2008,North Carolina,0,Senate,16652,263.0,Public Policy Polling,24953,IVR,1038.0,lv,NO,9.0,3.0,8.469999999999999,-5.469999999999999,5.469999999999999
4581,2008,Oregon,0,Senate,16673,325.0,SurveyUSA,25362,IVR,672.0,lv,NO,9.0,7.0,3.3599999999999994,3.6400000000000006,3.6400000000000006
4582,2008,Virginia,0,Senate,63616,3.0,ABC News/The Washington Post,117081,Live Phone,671.0,lv,NO,9.0,31.0,31.330000000000005,-0.3300000000000054,0.3300000000000054
4583,2008,Virginia,0,Senate,16583,37.0,Big Village,29313,Live Phone,721.0,lv,NO,9.0,28.0,31.330000000000005,-3.3300000000000054,3.3300000000000054
4584,2008,Virginia,0,Senate,16672,325.0,SurveyUSA,25371,IVR,671.0,lv,NO,9.0,31.0,31.330000000000005,-0.3300000000000054,0.3300000000000054
4585,2008,Georgia,8,House,64340,325.0,SurveyUSA,118329,IVR,634.0,lv,NO,9.0,4.0,14.480000000000004,-10.480000000000004,10.480000000000004
4586,2008,Indiana,7,House,16604,281.0,Research 2000,118166,Live Phone,400.0,lv,NO,9.0,15.0,30.159999999999997,-15.159999999999997,15.159999999999997
4587,2008,Indiana,9,House,16604,281.0,Research 2000,118167,Live Phone,400.0,lv,NO,9.0,13.0,19.360000000000007,-6.3600000000000065,6.3600000000000065
4588,2008,Kansas,3,House,64341,325.0,SurveyUSA,118330,IVR,635.0,lv,NO,9.0,11.0,16.78,-5.780000000000001,5.780000000000001
4589,2008,North Carolina,8,House,64182,263.0,Public Policy Polling,118091,IVR,1589.0,lv,NO,9.0,5.0,10.760000000000005,-5.760000000000005,5.760000000000005
4590,2008,Ohio,15,House,64342,325.0,SurveyUSA,118331,IVR,632.0,lv,NO,9.0,6.0,0.759999999999998,5.240000000000002,5.240000000000002
4591,2008,South Carolina,1,House,64357,325.0,SurveyUSA,118407,IVR,600.0,lv,NO,9.0,-5.0,-4.040000000000006,-0.9599999999999937,0.9599999999999937
4592,2008,Washington,4,House,73985,656.0,Bainbridge Media Group,138813,Live Phone,600.0,lv,D,9.0,-5.0,-26.180000000000007,21.180000000000007,21.180000000000007
4599,2008,Alaska,0,,16549,79.0,Dittman Research,21446,Live Phone,489.0,lv,NO,8.0,-19.0,-21.65,2.6499999999999986,2.6499999999999986
4600,2008,Arkansas,0,,16620,277.0,Rasmussen Reports,21526,IVR,500.0,lv,NO,8.0,-10.0,-19.86,9.86,9.86
4601,2008,Florida,0,,16615,90.0,"Fabrizio, Lee & Associates",21521,Live Phone,601.0,lv,NO,8.0,4.0,2.8100000000000023,1.1899999999999977,1.1899999999999977
4602,2008,Georgia,0,,16616,243.0,InsiderAdvantage,21522,Live Phone,637.0,lv,NO,8.0,-1.0,-5.219999999999999,4.219999999999999,4.219999999999999
4603,2008,Indiana,0,,16588,304.0,Selzer & Co.,21485,Live Phone,606.0,lv,NO,8.0,1.0,1.0300000000000011,-0.030000000000001137,0.030000000000001137
4604,2008,Michigan,0,,16586,84.0,EPIC-MRA,21483,Live Phone,600.0,lv,NO,8.0,12.0,16.47,-4.469999999999999,4.469999999999999
4605,2008,Mississippi,0,,16621,277.0,Rasmussen Reports,21527,IVR,500.0,lv,NO,8.0,-8.0,-13.18,5.18,5.18
4606,2008,New Jersey,0,,16602,281.0,Research 2000,21499,Live Phone,600.0,lv,NO,8.0,16.0,15.57,0.4299999999999997,0.4299999999999997
4607,2008,Nevada,0,,16619,277.0,Rasmussen Reports,21525,IVR,700.0,lv,NO,8.0,4.0,12.579999999999998,-8.579999999999998,8.579999999999998
4608,2008,Nevada,0,,16603,281.0,Research 2000,21500,Live Phone,600.0,lv,NO,8.0,5.0,12.579999999999998,-7.579999999999998,7.579999999999998
4609,2008,Ohio,0,,16502,57.0,Columbus Dispatch,21399,Mail,2164.0,lv,NO,8.0,6.0,4.600000000000001,1.3999999999999986,1.3999999999999986
4610,2008,Ohio,0,,16624,325.0,SurveyUSA,21530,IVR,648.0,lv,NO,8.0,4.0,4.600000000000001,-0.6000000000000014,0.6000000000000014
4611,2008,Pennsylvania,0,,16650,183.0,Marist College,21560,Live Phone,713.0,lv,NO,8.0,14.0,10.330000000000005,3.6699999999999946,3.6699999999999946
4612,2008,Pennsylvania,0,,16622,277.0,Rasmussen Reports,21528,IVR,500.0,lv,NO,8.0,7.0,10.330000000000005,-3.3300000000000054,3.3300000000000054
4613,2008,South Carolina,0,,16596,258.0,Princeton Survey Research Associates International,21493,Live Phone,400.0,lv,NO,8.0,-11.0,-8.969999999999999,-2.030000000000001,2.030000000000001
4614,2008,Utah,0,,16524,70.0,Dan Jones & Associates,21421,Live Phone,1205.0,lv,NO,8.0,-25.0,-28.180000000000007,3.180000000000007,3.180000000000007
4615,2008,Virginia,0,,16617,183.0,Marist College,21523,Live Phone,671.0,lv,NO,8.0,4.0,6.310000000000002,-2.3100000000000023,2.3100000000000023
4616,2008,Washington,0,,16625,325.0,SurveyUSA,21531,IVR,630.0,lv,NO,8.0,17.0,17.17,-0.1700000000000017,0.1700000000000017
4617,2008,Indiana,0,Governor,16588,304.0,Selzer & Co.,87494,Live Phone,606.0,lv,NO,8.0,-18.0,-17.800000000000004,-0.19999999999999574,0.19999999999999574
4618,2008,Utah,0,Governor,16524,70.0,Dan Jones & Associates,87681,Live Phone,1205.0,lv,NO,8.0,-61.0,-57.91,-3.0900000000000034,3.0900000000000034
4619,2008,Washington,0,Governor,16625,325.0,SurveyUSA,87495,IVR,630.0,lv,NO,8.0,2.0,6.480000000000004,-4.480000000000004,4.480000000000004
4620,2008,Georgia,0,Senate,16616,243.0,InsiderAdvantage,24872,Live Phone,637.0,lv,NO,8.0,-2.0,-2.9299999999999997,0.9299999999999997,0.9299999999999997
4621,2008,Kentucky,0,Senate,24075,113.0,Garin-Hart-Yang Research Group,29322,Live Phone,502.0,lv,D,8.0,-2.0,-5.939999999999998,3.9399999999999977,3.9399999999999977
4622,2008,Michigan,0,Senate,16586,84.0,EPIC-MRA,24830,Live Phone,600.0,lv,NO,8.0,18.0,28.809999999999995,-10.809999999999995,10.809999999999995
4623,2008,Mississippi,0,Senate,16621,277.0,Rasmussen Reports,25103,IVR,500.0,lv,NO,8.0,-11.0,-9.920000000000002,-1.0799999999999983,1.0799999999999983
4624,2008,New Jersey,0,Senate,16602,281.0,Research 2000,117479,Live Phone,600.0,lv,NO,8.0,17.0,14.079999999999998,2.9200000000000017,2.9200000000000017
4625,2008,Kentucky,2,House,64358,325.0,SurveyUSA,118410,IVR,587.0,lv,NO,8.0,-10.0,-5.140000000000001,-4.859999999999999,4.859999999999999
4626,2008,Kentucky,4,House,64358,325.0,SurveyUSA,118408,IVR,591.0,lv,NO,8.0,-21.0,-26.060000000000002,5.060000000000002,5.060000000000002
4627,2008,Minnesota,3,House,64359,325.0,SurveyUSA,118409,IVR,643.0,lv,NO,8.0,-1.0,-7.630000000000003,6.630000000000003,6.630000000000003
4628,2008,Nevada,2,House,16603,281.0,Research 2000,118168,Live Phone,400.0,lv,NO,8.0,-3.0,-10.380000000000003,7.380000000000003,7.380000000000003
4629,2008,Utah,1,House,64014,70.0,Dan Jones & Associates,117816,Live Phone,377.0,lv,NO,8.0,-33.0,-34.379999999999995,1.3799999999999955,1.3799999999999955
4630,2008,Utah,2,House,64014,70.0,Dan Jones & Associates,117817,Live Phone,445.0,lv,NO,8.0,39.0,28.880000000000003,10.119999999999997,10.119999999999997
4631,2008,Utah,3,House,64014,70.0,Dan Jones & Associates,117821,Live Phone,383.0,lv,NO,8.0,-34.0,-37.33,3.3299999999999983,3.3299999999999983
4635,2008,Alaska,0,,16598,277.0,Rasmussen Reports,21495,IVR,500.0,lv,NO,7.0,-16.0,-21.65,5.649999999999999,5.649999999999999
4636,2008,Alabama,0,,16607,325.0,SurveyUSA,21504,IVR,650.0,lv,NO,7.0,-25.0,-21.61,-3.3900000000000006,3.3900000000000006
4637,2008,Arizona,0,,16594,197.0,Mason-Dixon Polling & Strategy,21491,Live Phone,625.0,lv,NO,7.0,-4.0,-8.520000000000003,4.520000000000003,4.520000000000003
4638,2008,Colorado,0,,16589,183.0,Marist College,21486,Live Phone,682.0,lv,NO,7.0,6.0,8.949999999999996,-2.9499999999999957,2.9499999999999957
4639,2008,Delaware,0,,16608,325.0,SurveyUSA,21505,IVR,657.0,lv,NO,7.0,30.0,24.989999999999995,5.010000000000005,5.010000000000005
4640,2008,Iowa,0,,16565,281.0,Research 2000,21462,Live Phone,600.0,lv,NO,7.0,14.0,9.579999999999998,4.420000000000002,4.420000000000002
4641,2008,Kansas,0,,16605,325.0,SurveyUSA,21502,IVR,626.0,lv,NO,7.0,-21.0,-14.969999999999999,-6.030000000000001,6.030000000000001
4642,2008,Kentucky,0,,16558,197.0,Mason-Dixon Polling & Strategy,21455,Live Phone,817.0,lv,NO,7.0,-9.0,-16.229999999999997,7.229999999999997,7.229999999999997
4643,2008,Kentucky,0,,16547,281.0,Research 2000,21444,Live Phone,600.0,lv,NO,7.0,-17.0,-16.229999999999997,-0.7700000000000031,0.7700000000000031
4644,2008,Massachusetts,0,,16606,325.0,SurveyUSA,21503,IVR,658.0,lv,NO,7.0,17.0,25.930000000000007,-8.930000000000007,8.930000000000007
4645,2008,Michigan,0,,16526,213.0,Mitchell Research & Communications,21423,Live Phone,600.0,lv,NO,7.0,14.0,16.47,-2.469999999999999,2.469999999999999
4646,2008,Michigan,0,,16599,277.0,Rasmussen Reports,21496,IVR,500.0,lv,NO,7.0,10.0,16.47,-6.469999999999999,6.469999999999999
4647,2008,Michigan,0,,16568,320.0,Strategic Vision LLC,21465,Live Phone,1200.0,lv,NO,7.0,13.0,16.47,-3.469999999999999,3.469999999999999
4648,2008,Minnesota,0,,16595,197.0,Mason-Dixon Polling & Strategy,21492,Live Phone,625.0,lv,NO,7.0,8.0,10.270000000000003,-2.270000000000003,2.270000000000003
4649,2008,Minnesota,0,,16600,277.0,Rasmussen Reports,21497,IVR,500.0,lv,NO,7.0,12.0,10.270000000000003,1.7299999999999969,1.7299999999999969
4650,2008,Minnesota,0,,16545,281.0,Research 2000,21442,Live Phone,600.0,lv,NO,7.0,15.0,10.270000000000003,4.729999999999997,4.729999999999997
4651,2008,North Carolina,0,,16543,334.0,The Tyson Group,21440,Live Phone,600.0,lv,NO,7.0,1.0,0.3299999999999983,0.6700000000000017,0.6700000000000017
4652,2008,New Hampshire,0,,16567,320.0,Strategic Vision LLC,21464,Live Phone,800.0,lv,NO,7.0,9.0,9.619999999999997,-0.6199999999999974,0.6199999999999974
4653,2008,New Hampshire,0,,16569,323.0,Suffolk University,21466,Live Phone,600.0,lv,NO,7.0,13.0,9.619999999999997,3.3800000000000026,3.3800000000000026
4654,2008,New Hampshire,0,,16574,357.0,University of New Hampshire Survey Center,21471,Live Phone,692.0,lv,NO,7.0,16.0,9.619999999999997,6.380000000000003,6.380000000000003
4655,2008,New Mexico,0,,16597,277.0,Rasmussen Reports,21494,IVR,500.0,lv,NO,7.0,10.0,15.129999999999995,-5.1299999999999955,5.1299999999999955
4656,2008,New York,0,,16609,325.0,SurveyUSA,21506,IVR,633.0,lv,NO,7.0,29.0,26.869999999999997,2.1300000000000026,2.1300000000000026
4657,2008,Oregon,0,,16590,217.0,Moore Information Group,21487,Live Phone,400.0,lv,R,7.0,14.0,16.47,-2.469999999999999,2.469999999999999
4658,2008,Oregon,0,,16546,281.0,Research 2000,21443,Live Phone,600.0,lv,NO,7.0,16.0,16.47,-0.46999999999999886,0.46999999999999886
4659,2008,Pennsylvania,0,,16593,197.0,Mason-Dixon Polling & Strategy,21490,Live Phone,625.0,lv,NO,7.0,4.0,10.330000000000005,-6.330000000000005,6.330000000000005
4660,2008,Pennsylvania,0,,16566,320.0,Strategic Vision LLC,21463,Live Phone,1200.0,lv,NO,7.0,5.0,10.330000000000005,-5.330000000000005,5.330000000000005
4661,2008,South Dakota,0,,77566,126.0,GQR,149877,Live Phone,613.0,lv,D,7.0,-5.0,-8.409999999999997,3.4099999999999966,3.4099999999999966
4662,2008,Wisconsin,0,,16601,281.0,Research 2000,21498,Live Phone,600.0,lv,NO,7.0,11.0,13.930000000000007,-2.930000000000007,2.930000000000007
4663,2008,Wyoming,0,,16548,281.0,Research 2000,21445,Live Phone,600.0,lv,NO,7.0,-25.0,-32.43,7.43,7.43
4664,2008,Delaware,0,Governor,16608,325.0,SurveyUSA,87488,IVR,657.0,lv,NO,7.0,35.0,35.47,-0.46999999999999886,0.46999999999999886
4665,2008,New Hampshire,0,Governor,16567,320.0,Strategic Vision LLC,87492,Live Phone,800.0,lv,NO,7.0,43.0,42.56,0.4399999999999977,0.4399999999999977
4666,2008,New Hampshire,0,Governor,16569,323.0,Suffolk University,87493,Live Phone,600.0,lv,NO,7.0,52.0,42.56,9.439999999999998,9.439999999999998
4667,2008,New Hampshire,0,Governor,16574,357.0,University of New Hampshire Survey Center,120117,Live Phone,619.0,lv,NO,7.0,51.0,42.56,8.439999999999998,8.439999999999998
4668,2008,North Carolina,0,Governor,16543,334.0,The Tyson Group,87490,Live Phone,600.0,lv,NO,7.0,2.0,3.3900000000000006,-1.3900000000000006,1.3900000000000006
4669,2008,Alabama,0,Senate,16607,325.0,SurveyUSA,25291,IVR,650.0,lv,NO,7.0,-33.0,-26.879999999999995,-6.1200000000000045,6.1200000000000045
4670,2008,Alaska,0,Senate,16598,277.0,Rasmussen Reports,25009,IVR,500.0,lv,NO,7.0,8.0,1.25,6.75,6.75
4671,2008,Delaware,0,Senate,16608,325.0,SurveyUSA,25296,IVR,657.0,lv,NO,7.0,34.0,29.379999999999995,4.6200000000000045,4.6200000000000045
4672,2008,Iowa,0,Senate,16565,281.0,Research 2000,25197,Live Phone,600.0,lv,NO,7.0,20.0,25.42,-5.420000000000002,5.420000000000002
4673,2008,Kansas,0,Senate,16605,325.0,SurveyUSA,25305,IVR,626.0,lv,NO,7.0,-27.0,-23.6,-3.3999999999999986,3.3999999999999986
4674,2008,Kentucky,0,Senate,16558,197.0,Mason-Dixon Polling & Strategy,24894,Live Phone,817.0,lv,NO,7.0,-5.0,-5.939999999999998,0.9399999999999977,0.9399999999999977
4675,2008,Kentucky,0,Senate,16547,281.0,Research 2000,25205,Live Phone,600.0,lv,NO,7.0,-3.0,-5.939999999999998,2.9399999999999977,2.9399999999999977
4676,2008,Louisiana,0,Senate,24112,239.0,OnMessage Inc.,29356,Live Phone,500.0,lv,R,7.0,1.0,6.390000000000001,-5.390000000000001,5.390000000000001
4677,2008,Massachusetts,0,Senate,16606,325.0,SurveyUSA,25315,IVR,658.0,lv,NO,7.0,24.0,34.959999999999994,-10.959999999999994,10.959999999999994
4678,2008,Michigan,0,Senate,16568,320.0,Strategic Vision LLC,117496,Live Phone,1200.0,lv,NO,7.0,23.0,28.809999999999995,-5.809999999999995,5.809999999999995
4679,2008,Minnesota,0,Senate,16595,197.0,Mason-Dixon Polling & Strategy,24896,Live Phone,625.0,lv,NO,7.0,-6.0,0.00999999999999801,-6.009999999999998,6.009999999999998
4680,2008,Minnesota,0,Senate,16600,277.0,Rasmussen Reports,25089,IVR,500.0,lv,NO,7.0,-4.0,0.00999999999999801,-4.009999999999998,4.009999999999998
4681,2008,Minnesota,0,Senate,16545,281.0,Research 2000,25214,Live Phone,600.0,lv,NO,7.0,-3.0,0.00999999999999801,-3.009999999999998,3.009999999999998
4682,2008,New Hampshire,0,Senate,16567,320.0,Strategic Vision LLC,25279,Live Phone,800.0,lv,NO,7.0,7.0,6.339999999999996,0.6600000000000037,0.6600000000000037
4683,2008,New Hampshire,0,Senate,16569,323.0,Suffolk University,25289,Live Phone,600.0,lv,NO,7.0,9.0,6.339999999999996,2.6600000000000037,2.6600000000000037
4684,2008,New Hampshire,0,Senate,16574,357.0,University of New Hampshire Survey Center,29420,Live Phone,687.0,lv,NO,7.0,5.0,6.339999999999996,-1.3399999999999963,1.3399999999999963
4685,2008,New Mexico,0,Senate,16597,277.0,Rasmussen Reports,25142,IVR,500.0,lv,NO,7.0,15.0,22.659999999999997,-7.659999999999997,7.659999999999997
4686,2008,North Carolina,0,Senate,16543,334.0,The Tyson Group,25384,Live Phone,600.0,lv,NO,7.0,2.0,8.469999999999999,-6.469999999999999,6.469999999999999
4687,2008,Oregon,0,Senate,16590,217.0,Moore Information Group,24923,Live Phone,400.0,lv,R,7.0,-4.0,3.3599999999999994,-7.359999999999999,7.359999999999999
4688,2008,Oregon,0,Senate,16546,281.0,Research 2000,25237,Live Phone,600.0,lv,NO,7.0,6.0,3.3599999999999994,2.6400000000000006,2.6400000000000006
4689,2008,Wyoming,0,Senate,16548,281.0,Research 2000,25247,Live Phone,600.0,lv,NO,7.0,-27.0,-51.44,24.439999999999998,24.439999999999998
