state,district,office_type,avg_margin,margins,dem_name,rep_name,ind_name,Past Elections,Voting Regulations,Polls,Demographics,Campaign Finance,Consumer Confidence Index,Gas Prices,Unemployment & Inflation,Expert Ratings,Composition of Congress/Presidency,Other,weird
MI,2,House,-1.126125112,"[-3.28651723889776, 3.48811859351721, -3.5799766893163]",Biden,Trump,Unopposed,-11.88631987,19.97768378,-47.77470562,0.2620056852,0.1065138615,0.1469280328,0.1861504875,-0.331294752,0.4719514682,0.1186575682,-0.2809273618,
MI,3,House,1.566035736,"[2.52650535688071, -2.51991105647057, 4.69151290774488]",Biden,Trump,n/a,-9.587914656,21.10230174,-21.75095646,0.138917809,0.3809484372,-0.3829719186,0.1366194666,-0.178887265,0.4147800572,-0.2772858539,-0.08184590061,
MI,4,House,-2.621050696,"[-0.42137050361016, -3.84897490862793, -3.59280667707416]",Biden,Trump,n/a,-46.13133716,21.99503825,40.78319193,-0.1543355201,-0.1781044435,-0.3018243714,-0.3771945205,-0.4275593914,-0.3662965687,-0.3032887239,-0.3339806678,
MI,5,House,1.55151384,"[3.52124094661265, -0.0694171144946063, 1.20271768735546]",Biden,Trump,Unopposed,42.58454985,-47.31805701,-18.71036367,0.01464058911,-0.429183742,-0.4887513732,-0.05655952609,0.4289176768,0.1672092152,-0.06462151823,-0.06134582952,
MI,6,House,-2.544354127,"[-2.58246884720003, -0.777020399152165, -4.27357313364424]",Biden,Trump,Clyde Shabazz,-12.59902115,-31.13050994,-31.92681002,-0.4234707968,0.3329964368,-0.2806640837,0.221376273,-0.3929914982,0.4204336121,0.02072681352,-0.2996073686,
MI,7,House,-0.004353758686,"[-2.86088035364756, 2.8681809967777, -0.0203619191887316]",Biden,Trump,n/a,-25.93363168,-49.99888532,45.76990481,0.1491499772,-0.4932942126,-0.4551292639,-0.2392640143,-0.04494616623,0.08987082037,-0.2509213566,-0.2241123027,
MI,8,House,-1.732714219,"[1.83643321286784, -3.40214768675242, -3.63242818406558]",Biden,Trump,n/a,-46.69836102,8.260534965,-27.61936863,0.1844862441,-0.4320376799,0.1044589487,0.2154018742,0.358458448,-0.1926345706,0.207350606,-0.3701884158,
MI,9,House,-0.7256979964,"[-0.595106963296868, -3.55985934212447, 1.97787231608784]",Biden,Trump,Unopposed,40.12279294,30.88247173,4.148320083,0.4346113215,-0.2856716983,0.2676821713,0.1329589509,-0.2415906554,-0.06899649396,-0.3374499095,-0.4040462465,
MI,10,House,3.450539955,"[3.70541335198994, 2.89658719946374, 3.74961931495597]",Biden,Trump,n/a,-47.21839683,-27.04453889,37.49223241,0.1938556632,-0.09116090898,-0.3381723986,0.0130618698,-0.173323884,-0.4101630917,0.1071613652,0.3648790114,
MI,11,House,-3.529262993,"[-3.37010447539407, -4.57258370439721, -2.64510079889569]",Biden,Trump,Unopposed,-36.3252655,45.98984135,-3.390162377,0.4881228868,-0.4096608717,0.4304485743,0.2101168849,-0.44772204,-0.3064771068,-0.2038391915,-0.373191674,
MI,12,House,-0.3541249779,"[-1.95344092833288, -3.55610874271706, 4.44717473743858]",Biden,Trump,Unopposed,33.13583227,-0.1149540039,46.8742494,0.004773337828,-0.1301686846,-0.1162124805,-0.2098809191,0.2287723787,-0.3595420707,0.09634957765,-0.07373421655,
MI,13,House,-1.806067645,"[0.0453374177644461, -3.3670057607587, -2.0965345934029]",Biden,Trump,n/a,42.72376221,10.14329511,-20.87127779,0.2679716228,0.381733077,-0.3111499163,-0.2652967643,-0.08095146629,0.1290502093,-0.4245643604,-0.4169762561,
MN,1,House,1.099463688,"[3.61620655304141, 2.91086074632939, -3.22867623617932]",Biden,Trump,Unopposed,-21.72918244,6.43529744,11.49921539,0.1190218358,0.2778247676,0.2171130156,0.1288660519,0.3010032118,0.3373716905,-0.3017648819,-0.3542343253,
MN,2,House,-0.2979442183,"[-2.70478326221488, -1.82277151093219, 3.63372211836353]",Biden,Trump,n/a,13.8280866,49.50121472,26.83873446,-0.1361778159,-0.08314394287,0.4550308373,-0.1519286645,-0.3723555581,0.4432455773,0.1515813483,0.2404066918,
MN,3,House,-1.226774549,"[-1.94340522542535, -4.19646644528032, 2.4595480249067]",Biden,Trump,n/a,-27.97932824,49.25890808,-11.28075337,-0.1330321954,0.4791358012,-0.3095393724,0.4403111245,-0.1019525869,0.08776031478,0.2806090819,-0.2915016339,
MN,4,House,-2.953184342,"[-1.39959376376471, -4.61807003689957, -2.84188922590803]",Biden,Trump,n/a,-31.01314993,-17.70781687,48.38008096,0.4549964849,-0.0500043007,0.106265696,-0.05165402092,0.1287600646,-0.4538815553,-0.3877027459,-0.1103299083,
MN,5,House,-0.180203784,"[1.41965510458701, -4.33426955120194, 2.37400309469009]",Biden,Trump,Shujaa Tongrit-Green,41.44814657,40.16020143,1.056154375,-0.4357865481,0.2027016679,-0.2719544577,0.2027869333,-0.1101865837,-0.315494238,0.3331142439,-0.1568435501,
MN,6,House,-1.057866043,"[1.86196554286876, -2.58998518158812, -2.44557849106443]",Biden,Trump,n/a,-45.78157944,22.34505135,0.4234366446,-0.3249006848,0.1397966362,-0.3040022906,-0.466536214,0.1834654679,-0.1211780248,0.214581461,-0.4543478014,
MN,7,House,-2.945049508,"[-2.58964443056615, -2.46651558347951, -3.77898850979495]",Biden,Trump,Unopposed,11.56894734,16.02619761,23.78724212,-0.4504932084,-0.4652565414,-0.2500954919,-0.4626638998,0.453590654,-0.03843474373,0.3310647653,-0.4865551827,
MN,8,House,0.697758241,"[2.5582184359687, -3.41289433797457, 2.94795062499147]",Biden,Trump,n/a,-16.89919233,-12.64452391,14.54692705,0.2504153735,-0.1791967202,-0.3627743592,0.2741094322,-0.1958413415,0.0348589586,0.1964563517,-0.4466354969,
MS,1,House,-2.150483431,"[-0.295293580744943, -4.51387874065848, -1.64227797292413]",Biden,Trump,n/a,-19.02997576,-21.65178756,40.02015932,0.2920777606,0.04726304359,-0.4458213033,-0.07493155798,0.2410028261,0.02409689583,-0.1115561365,0.1280955121,
MS,2,House,1.623161947,"[4.8054672776317, -2.52305934369491, 2.58707790598037]",Biden,Trump,n/a,-45.37061739,-12.18282067,4.362828516,-0.1232490875,-0.03847781477,-0.3125676425,-0.3410699046,-0.2388566917,0.3078906484,0.4670495578,-0.08380839985,
MS,3,House,-0.6444086322,"[4.04520457581117, -4.2249652438489, -1.75346522853013]",Biden,Trump,Unopposed,-0.0528727132,1.080415474,-41.84729206,-0.07730685838,-0.03035202761,0.2740792106,0.01376170023,-0.09432162581,-0.1552614405,-0.3033695785,-0.2463737417,
MS,4,House,-1.141423368,"[1.47645067320503, -2.29366862790896, -2.60705214959457]",Biden,Trump,Unopposed,-43.19775163,5.824438334,0.3702963265,0.02585279386,-0.2761008863,0.1815728894,0.1933443576,0.1194326581,-0.242167634,-0.01709194409,0.1547381441,
MO,1,House,1.731906998,"[-1.08767916875241, 2.19615382470857, 4.0872463385576]",Biden,Trump,n/a,-40.29160597,-7.816593943,-33.90162714,-0.4427004165,-0.4006516487,-0.1169661228,0.2229914256,-0.3472258457,-0.4370955183,-0.2568644679,0.4710428957,
MO,2,House,-3.864555017,"[-3.33486779504699, -4.58841005857201, -3.67038719697419]",Biden,Trump,n/a,-16.95745988,-33.68032573,-12.62556024,0.2174665536,0.3685319354,0.3868457313,-0.1034737418,0.2329854001,0.03714633578,-0.4304470604,0.4951335838,
MO,3,House,2.95915564,"[3.85409459245732, 2.35793823684864, 2.66543408932666]",Biden,Trump,Unopposed,-11.16394022,18.28419858,21.63284556,-0.4827806289,0.06737836757,0.2205257737,-0.04515859109,-0.1874587662,-0.3221667433,0.0658490789,-0.2942148718,
MO,4,House,-1.370301993,"[-0.806298159057563, -4.53814892585462, 1.23354110696407]",Biden,Trump,Alexander Heidenreich,-36.60209965,-14.57014501,-23.80136077,0.3238757194,0.4859215046,0.2199327048,0.3898702868,-0.4701528585,-0.2161642622,-0.4040165053,0.4691930061,
MO,5,House,4.05447068,"[4.9976786743291, 4.06670157290516, 3.09903179395224]",Biden,Trump,John Bowman,-22.16286258,17.84352465,-18.79977023,-0.4193241308,0.4637265102,0.4660178305,-0.4302864918,-0.3527975835,-0.03015208049,0.08569943181,-0.3766743278,
MO,6,House,-1.248940709,"[3.2016082083055, -4.45808556497408, -2.49034477041927]",Biden,Trump,n/a,-25.27870029,12.73330258,-7.622704719,-0.4140947362,-0.3966433317,0.3321221769,0.193687076,0.2921140342,-0.08163534529,0.339118364,-0.3000469401,
MO,7,House,0.1528760826,"[-1.13126742040971, 2.01956661049304, -0.429670942421133]",Biden,Trump,Natalie Faucett,-14.17189894,35.764242,-21.65776144,0.2552712617,-0.00379566751,-0.01006706152,0.2659917153,0.3268404656,0.3524414532,-0.4099627968,-0.4819730619,
MO,8,House,2.927631533,"[1.34211501439529, 4.26567771375009, 3.17510187149729]",Biden,Trump,n/a,9.84735193,-14.13704449,-18.08701813,0.1865057797,-0.3754810798,-0.2336432612,-0.4855736383,-0.4321193341,0.3084560146,0.2461518389,0.4371365315,
MT,1,House,0.3680683277,"[4.94010724682526, -4.29186121207805, 0.455958948227183]",Biden,Trump,n/a,17.08276616,-18.47989458,25.7237197,0.4713684978,-0.1834814829,-0.1471279658,-0.3164824385,0.1122180941,-0.4119256311,0.1294105708,0.2303306676,
MT,2,House,-0.837180558,"[-1.2744219317144, 3.03976052758416, -4.27688026990011]",Biden,Trump,n/a,-45.93979696,-11.16622979,23.19156527,-0.2480817893,-0.3624135757,0.3870318248,0.2078798578,-0.2248558031,0.4464640105,0.1047643484,-0.1814440245,
NE,1,House,0.6189865676,"[2.88473500738675, -3.73002729001876, 2.7022519853336]",Biden,Trump,n/a,26.53372367,8.964669197,24.980702,0.2467072893,-0.1347653179,-0.3458273829,0.4623216007,-0.4299629232,0.4837886234,-0.186222282,0.1604253755,
NE,2,House,-2.725391623,"[-4.24200552737853, -4.01438699004115, 0.0802176473852159]",Biden,Trump,n/a,-5.358744558,-40.25592658,-42.24089144,-0.08906356816,-0.2113539808,0.02069449945,0.2182157689,0.4748924231,-0.445089348,0.4314372161,0.4639790574,
NE,3,House,-2.046187027,"[-4.58524811040974, -1.11167771124037, -0.441635260581787]",Biden,Trump,Unopposed,29.87535139,24.63975681,-9.917985736,-0.3492893949,0.2317602376,0.3987330018,0.3612737102,0.1317893381,-0.3871560754,-0.1742062982,-0.2383500702,
NV,1,House,0.3033340876,"[-4.5228241169153, 3.21858256301789, 2.2142438167099]",Biden,Trump,n/a,15.53807729,-28.28080758,-43.32371531,-0.2520565101,-0.1001533522,0.4941635866,0.4200958915,0.03531204766,-0.2389242219,0.08229439998,-0.215695766,
NV,2,House,0.2587601081,"[1.97658393311043, -3.827060845125, 2.62675723618527]",Biden,Trump,Unopposed,-41.49726607,-16.40090849,-18.34530595,-0.3563694334,0.2185777078,-0.03992562669,-0.4391643493,0.4568772778,0.03264423572,-0.06306209603,0.3036181727,
NV,3,House,1.902601064,"[4.2172394694882, 0.816661234229251, 0.673902487005364]",Biden,Trump,n/a,-48.42675204,13.62869567,-22.8071366,0.4213284871,-0.3666719083,0.3646430102,-0.1885906783,0.392349079,0.1036192765,0.1525579947,-0.1840849709,
NV,4,House,0.7426378779,"[2.09822151177192, -0.773446699213033, 0.903138821098257]",Biden,Trump,n/a,35.28014664,28.76470015,-8.82883958,0.1248870434,0.3659033621,0.1743267206,-0.1723851764,0.04303011229,-0.1625643015,-0.3516430875,-0.2939147611,
NH,1,House,1.699417785,"[2.54631162119339, 0.313778725178207, 2.23816300977516]",Biden,Trump,n/a,-24.71064271,7.516961676,22.95230296,0.4998564066,0.4080455951,0.2808900423,-0.3746696896,0.07299314093,0.4236013097,-0.03838024845,-0.1991927784,
NH,2,House,-1.591655681,"[1.53965590860712, -3.68495137767148, -2.62967157399517]",Biden,Trump,n/a,22.52220006,-31.77633049,29.73978126,0.2937404068,-0.08794821848,-0.3362215879,-0.3532479468,-0.03571256963,-0.4000561706,0.4669584631,-0.1742579741,
NJ,1,House,1.329009574,"[-1.18500875157511, 4.22762638699587, 0.944411086063944]",Biden,Trump,Joseph Spataro,2.4921449,8.953894903,44.08291664,0.3879401973,0.190813774,0.3503094262,0.4386060054,-0.09597628426,-0.002417383535,0.2007790111,-0.461356695,
NJ,2,House,-0.4410177847,"[-4.19885953212397, 3.24746375061495, -0.371657572736145]",Biden,Trump,n/a,47.3599883,-18.45472139,-38.50072202,0.404004694,-0.482503546,-0.07748331477,-0.2247286022,-0.1658438597,-0.07427669337,0.1561988519,0.3983637993,
NJ,3,House,-1.729876424,"[-1.50196911972958, -4.533586976678, 0.845926823084961]",Biden,Trump,n/a,-49.39139229,-31.43598845,28.40827205,0.08706633953,0.2569731415,0.1969841883,0.3624587114,0.0260583777,-0.2315073654,-0.1421131872,0.4765446454,
NJ,4,House,-1.02962032,"[-2.75145877445852, -4.20073886344382, 3.86333667687156]",Biden,Trump,n/a,-24.06471399,-36.63952075,-33.37638769,0.3361704278,0.00150495628,-0.2836719948,-0.06755192763,0.3672916157,0.027087616,0.4109803184,0.02012432722,
NJ,5,House,-0.504455154,"[-4.73603400029572, 4.2202554840287, -0.997586945722922]",Biden,Trump,n/a,-4.26574136,-30.43366645,-23.52135488,0.07348061623,0.1799193069,0.241253141,0.1056321821,-0.3057876664,0.4755282661,0.1135999381,-0.106436678,
NJ,6,House,-1.710920202,"[-3.09625861945199, -1.62551988614867, -0.410982100418754]",Biden,Trump,Justin Maldonado,41.01297659,-17.38336433,34.34204474,0.4715141295,0.4669840848,0.3733692395,0.2222065697,-0.271343575,-0.3172361103,0.3410606642,-0.08038803769,
NJ,7,House,1.525487926,"[1.60335977996827, -1.32008562755702, 4.29318962496679]",Biden,Trump,n/a,11.12911429,-38.19481229,-11.13661912,0.1884095187,-0.37966086,0.1017645662,0.1164270803,-0.07572722817,-0.03949911612,0.1419428275,-0.4751063855,
NJ,8,House,-0.5543243121,"[4.63533131721414, -2.77356015648994, -3.52474409687785]",Biden,Trump,Unopposed,27.33217173,-13.06745378,28.12589888,-0.05690885374,-0.3873771341,0.4432315964,0.03086474055,0.149136197,0.4007008897,-0.09555345842,-0.3955294442,
NJ,9,House,-1.441410504,"[-1.59646865213131, -3.53162617402656, 0.803863314374008]",Biden,Trump,n/a,-48.82609782,-40.16361867,49.63905345,-0.3585416989,-0.01850009153,0.4833577659,0.2406930346,-0.03310446023,-0.4040852034,0.3357859711,-0.2203823861,
NJ,10,House,1.232538871,"[1.41633895577767, 3.10071857779364, -0.819440921479294]",Biden,Trump,Unopposed,-44.65046289,-38.52369406,-40.44106072,-0.0293613279,-0.4544931298,-0.4449034048,0.4176373333,-0.3112571777,0.4636899993,0.2115878771,-0.2549204743,
NJ,11,House,0.9010770837,"[0.374917274513358, 3.63067804554927, -1.30236406882457]",Biden,Trump,n/a,-27.53283973,-33.66970675,-26.43874794,-0.1466056779,0.0405973697,-0.135845822,-0.1975711831,0.3199500002,-0.3711050551,0.4361810447,-0.1131103263,
NJ,12,House,1.872002539,"[0.868499189884133, 1.31771545393447, 3.42979297451548]",Biden,Trump,n/a,42.29628673,-45.77107177,-24.0260179,0.1261748201,-0.240825713,0.1390461228,-0.2752263952,0.1336250695,-0.317288039,-0.4238641632,0.3168561001,
NM,1,House,0.145222256,"[2.29165324148433, 2.29703417509475, -4.15302064854963]",Biden,Trump,n/a,-32.3064864,-14.64886206,12.13192948,0.3224294316,0.2003669796,0.2065150947,-0.2722270458,0.05690631887,0.332269687,-0.02812026855,-0.01116646158,
NM,2,House,-1.883396988,"[0.394723067114136, -4.20413057975838, -1.84078345021519]",Biden,Trump,n/a,45.31750939,-31.85100121,-48.400892,-0.3065869344,-0.4182189488,0.219681598,0.2917236416,-0.3849141969,-0.3136112583,-0.3249859368,0.2003023446,
NM,3,House,-0.5294196175,"[4.96789921444851, -2.61268945387582, -3.94346861316861]",Biden,Trump,n/a,-29.20060269,48.77110734,34.59520702,-0.2723858137,-0.1995912626,-0.4092039511,0.1247507689,-0.4786656636,0.09516012939,0.2385647003,0.3420603768,
NY,1,House,1.262346265,"[2.7524546500311, 3.08253943498912, -2.04795528963316]",Biden,Trump,"Patrick Denman /
Daniel Foti /
Jarrett Matthews Adorno",35.84612925,-45.29973951,-40.08048842,-0.1009092345,-0.270035888,0.4326024268,-0.2708715919,-0.1152596002,-0.03507614687,0.009156213786,0.2246513965,
NY,2,House,-0.6558257059,"[-1.60557446286386, -4.08322050509486, 3.72131785021084]",Biden,Trump,n/a,-25.63694225,46.79245541,20.55073282,0.4014330942,-0.1673973992,0.4879870693,-0.4886854256,0.3565476199,-0.05603181733,0.2712159953,0.4297499223,
NY,3,House,-2.297647843,"[-0.5887793414682, -1.6091724915111, -4.69499169509329]",Biden,Trump,"Ryan Kalata /
Matthew Nappo /
Jacob Soto",18.55336848,1.839383705,-46.25462472,-0.4668713107,0.2325811578,0.1396853798,0.3626520185,0.2200398175,0.3948984486,-0.4608279249,0.3308362246,
NY,4,House,-2.818303123,"[-3.06912683605523, -0.670397894300999, -4.71538464003541]",Biden,Trump,n/a,-34.85850044,16.70546465,10.91594421,0.2566501083,-0.4036446553,-0.4446242385,-0.1077718398,-0.3243122706,-0.2375551645,0.2206362046,0.286927223,
NY,5,House,-3.050574622,"[-3.03019281929493, -4.74827837280026, -1.37325267501795]",Biden,Trump,n/a,-11.20506133,17.59221078,41.91386327,0.1155195286,-0.02566601236,0.3693146406,-0.1842051232,-0.4280565739,-0.2181743293,0.3732458971,-0.1304195353,
NY,6,House,0.5518945993,"[0.592969302378617, 2.84569668193355, -1.78298218650785]",Biden,Trump,Unopposed,22.7316653,46.84429078,-39.24004246,0.4635337249,0.06210535535,-0.3555564558,-0.06141126361,0.27973596,-0.4435561094,-0.3524058078,-0.35470246,
NY,7,House,-1.408857198,"[-3.68463140765849, -4.47246287645252, 3.93052269106023]",Biden,Trump,Unopposed,36.33229508,-37.20680995,0.7893451933,0.292427597,0.2150446639,-0.1733173293,-0.409964065,-0.09199301624,-0.04185207815,0.3766854822,0.490890779,
NY,8,House,2.726050666,"[0.777146299610871, 4.85712597236723, 2.54387972521851]",Biden,Trump,n/a,-36.9779368,22.26627808,-48.75163367,0.1945435245,-0.4314751947,-0.2334402222,0.2677557235,-0.1241804078,0.193030785,0.2345766855,0.3812796165,
NY,9,House,0.2868895761,"[2.15282547787606, -3.9282924281908, 2.63613567870415]",Biden,Trump,n/a,12.45755696,-26.2436813,13.21693223,-0.01325487264,0.3818708451,0.4040854473,0.1982721306,0.309120461,0.006210868381,-0.324199887,0.02543178287,
NY,10,House,0.5406481805,"[4.99506602125659, 1.0320199616354, -4.40514144125869]",Biden,Trump,Unopposed,24.37271748,9.837050184,36.56806388,-0.2857262591,-0.3786652456,0.2620573669,-0.02019952144,0.4906304989,-0.07904563419,-0.396854677,0.0503343683,
NY,11,House,0.08111831826,"[3.61385263904759, 0.669713409467468, -4.04021109373159]",Biden,Trump,n/a,15.00928564,48.2315236,-23.89984778,0.1269835988,0.127963165,0.1719660737,0.39500043,-0.4907171726,0.2826086693,0.06838647457,-0.1873637111,
NY,12,House,-1.1514627,"[-4.10369965169632, -0.161298914871935, 0.810610466940165]",Biden,Trump,Unopposed,-45.20348141,20.82918582,-3.954857897,-0.04907256092,-0.0211579843,0.382465462,0.2310604194,-0.2031969372,-0.2356398104,0.459888055,0.1890825642,
NY,13,House,-1.569595828,"[-2.50247026959104, 1.49579882366826, -3.70211603927791]",Biden,Trump,Unopposed,38.96583699,1.934736917,44.39595806,-0.3762959887,0.474054053,0.4016396302,0.2585895813,0.4409594729,-0.4007611921,0.1073621356,0.1545123696,
NY,14,House,-2.241852254,"[-4.13102780370634, -0.167385184604947, -2.42714377515875]",Biden,Trump,n/a,35.18694149,24.32485365,10.34024835,0.4779720473,0.4686039893,0.02267043855,0.3458592171,0.03483945248,0.2664076565,0.399564265,0.3189203552,
NY,15,House,-3.272339593,"[-3.54243498852239, -1.85918728318311, -4.41539650756754]",Biden,Trump,Jose Vega,37.4880557,-35.50722112,-11.5561072,-0.0513471473,-0.1255805544,-0.3833944938,-0.04498655599,0.3826737998,0.3676263733,0.07445334586,-0.2693465786,
NY,16,House,1.991992673,"[1.43681152082931, 1.17777662820068, 3.36138987110756]",Biden,Trump,n/a,-27.97842085,22.95320261,-4.969652502,-0.07483803207,0.4765333384,-0.143662764,0.2419490226,0.1088800475,-0.4353386083,-0.07797166129,-0.2261125687,
NY,17,House,-1.576219618,"[-0.676686784296519, -3.69002339076447, -0.361948677902205]",Biden,Trump,n/a,32.91097778,-5.602595069,-17.12192836,-0.05455935027,0.3038923434,0.3006881924,-0.4606164545,0.3726131335,-0.1101027305,-0.3581124453,-0.3852451043,
NY,18,House,-2.093367953,"[-3.59056811207511, -0.292239854431996, -2.39729589319828]",Biden,Trump,n/a,-24.04372439,-40.09510072,-25.69828329,0.1691871367,0.2579036278,-0.3610725234,0.3098736201,0.3286787654,0.004388825213,-0.30024022,0.2625482837,
NY,19,House,0.9615208665,"[-1.55566286635329, 4.08882372693815, 0.35140173900146]",Biden,Trump,n/a,-26.975997,-5.588926808,38.93033406,-0.1878271955,0.1795756378,-0.2793558684,-0.07452779812,0.2273707463,-0.3613574993,-0.1305451008,-0.09506072716,
NY,20,House,-1.007256969,"[-0.035492352983816, -2.64487089208973, -0.341407660720789]",Biden,Trump,n/a,-43.88847892,-48.32533228,13.93731606,-0.003672320154,-0.05913381119,-0.2188896577,0.205501204,0.05806533354,0.3659714982,-0.1766620441,0.4478728974,
NY,21,House,-1.45356971,"[-4.76706164481846, 4.79544061590221, -4.3890881022543]",Biden,Trump,n/a,4.113178275,-10.98276861,-46.94769209,-0.05076078706,-0.2058282322,0.3141462828,0.421227795,0.3168240359,0.1183933706,0.3929108158,0.2914589913,
NY,22,House,0.9502142167,"[4.50099353395265, -2.73978729618628, 1.08943641228893]",Biden,Trump,n/a,-42.74540777,41.32644755,16.14531127,0.1312962527,-0.2928781039,0.3724073403,-0.269184883,0.185590686,-0.1965917715,-0.310891559,0.3579309655,
NY,23,House,-1.285924146,"[-4.77089114887366, -0.0268451853859251, 0.939963896699613]",Biden,Trump,n/a,8.062048455,41.47968255,9.108028603,0.1659328312,0.3351124923,0.4201574339,-0.05975204215,-0.0739912476,0.2562124337,-0.478565031,0.2110799759,
NY,24,House,1.091417352,"[-2.0620652224666, 0.359088303109957, 4.97722897586539]",Biden,Trump,n/a,34.92343205,31.80542218,1.720583751,-0.2353112095,0.3493143188,-0.1101977237,0.3611872394,0.1577171112,0.09536365356,-0.2591469731,-0.480848814,
NY,25,House,-1.827957305,"[-4.657794430037, -0.843074316875152, 0.0169968324286884]",Biden,Trump,Unopposed,-48.97390486,-7.299118822,19.87383659,-0.3527282959,-0.1642437323,0.4096979204,0.05861313016,-0.2327412966,-0.3061792138,0.2238134217,-0.3940326541,
NY,26,House,-2.803930747,"[-0.838696755753437, -3.92337064885428, -3.64972483621594]",Biden,Trump,Unopposed,46.0596495,-14.69984812,18.04569231,-0.2589753937,-0.4933403149,-0.323836318,0.3764261683,0.1887127957,0.2095259047,0.3778808538,-0.1934228522,
NC,1,House,0.1573477872,"[0.278996159868811, -0.672903094033441, 0.865950295729927]",Biden,Trump,n/a,10.82967909,-29.50753839,-22.5015368,-0.1399641324,0.09576528994,-0.163901896,-0.4001623145,-0.1214619569,-0.4823275345,0.0953654861,-0.0523554715,
NC,2,House,-1.19859606,"[2.34054178738891, -2.97516066872362, -2.96116929748539]",Biden,Trump,n/a,-43.03074261,-6.937945956,47.82264261,-0.02675476525,-0.01644237334,-0.4358207582,-0.3553533893,-0.1076498767,0.214442967,-0.2338901127,-0.06626748812,
NC,3,House,-0.088833197,"[1.42554856404909, 3.13531745634296, -4.82736561137735]",Biden,Trump,Gheorghe Cormos,-20.3844443,-35.45018192,48.50518436,-0.05957740005,-0.2855471206,0.3433211487,-0.04245914671,-0.4023830985,-0.01147855118,-0.2362862771,-0.2118516483,
NC,4,House,3.320941325,"[2.92713560824895, 3.72199061036391, 3.3136977577025]",Biden,Trump,Guy Meilleur,-28.72610022,18.40681512,-5.704483461,0.08889197778,-0.1471785314,0.4767207917,0.1473327025,-0.245279342,-0.4421103458,-0.114958289,-0.3617282509,
NC,5,House,1.387145843,"[-1.98107370876588, 2.27004451972877, 3.87246671727026]",Biden,Trump,n/a,-11.94993159,-21.87423042,-36.24556238,-0.02618491595,-0.3964024063,0.2302935168,0.1684666907,-0.4195229959,-0.4564979136,0.417741643,0.04855002308,
NC,6,House,3.517821317,"[3.17091419295078, 3.47817133140183, 3.90437842807581]",Biden,Trump,Unopposed,25.62834265,-35.34626428,-41.99804095,-0.2227490759,-0.4437674018,-0.494097065,0.4038720371,-0.3007757412,-0.1873160689,0.08880149332,0.1665480365,
NC,7,House,-1.437659651,"[-2.23673936736969, -1.02496392199322, -1.05127566310379]",Biden,Trump,n/a,23.50903946,36.20823976,29.73631455,0.3220210904,0.3382740441,-0.2970426182,0.04351560124,0.4331532798,-0.4801196393,0.2900684162,-0.1096234685,
NC,8,House,-0.1638045387,"[-0.91150564627386, -0.807250875364973, 1.22734290544151]",Biden,Trump,n/a,15.85009142,-1.882104933,29.51733589,0.3629262638,0.03899597461,0.4904520227,0.2154526755,0.176450319,0.3933567953,-0.4914921375,-0.09329123878,
NC,9,House,-0.1724589262,"[-2.91579281174861, 2.52686029644232, -0.12844426337317]",Biden,Trump,n/a,43.40966196,-43.68203539,7.147378071,-0.1498346469,0.3220986996,-0.4083408413,-0.1295682438,-0.3506871492,-0.3281255511,-0.2482117601,-0.1179059946,
NC,10,House,-0.1804589758,"[0.916116403064899, 1.11537766706543, -2.57287099766045]",Biden,Trump,n/a,9.034871495,-24.61798683,16.77950973,0.175083264,-0.4818927583,-0.06762928795,0.09080118129,0.2637504316,0.02193968083,0.3591561991,-0.4198098292,
NC,11,House,0.3775202441,"[1.97801203843899, -1.76888679631541, 0.923435490100474]",Biden,Trump,n/a,37.79447778,21.56163815,43.75734332,-0.4174683399,0.296499107,0.2603291956,0.1907932326,0.3445685603,0.05486228657,-0.09510415941,0.2677731311,
NC,12,House,2.835550259,"[0.381195180668632, 3.15201040727516, 4.97344518826649]",Biden,Trump,n/a,-15.66914578,-46.82165469,26.76826753,-0.2133730273,-0.2074764924,-0.2445981049,0.4071756864,-0.2195605164,-0.001747299952,0.298081339,0.4679077244,
NC,13,House,-0.3527342045,"[0.4296048802326, -1.44253047441225, -0.0452770194149927]",Biden,Trump,Unopposed,14.30919561,-43.67695316,9.232840028,0.2054944362,0.2248862413,0.3796354616,-0.4988310742,0.1092613138,0.3725827249,0.1016914044,0.1685448441,
NC,14,House,-3.784375264,"[-3.38046250140824, -3.65016589226928, -4.32249739690394]",Biden,Trump,n/a,-24.75954308,-49.64331622,-15.26312205,-0.03439336203,-0.1116371143,-0.2262795621,-0.3051740968,0.3415124114,-0.4325389074,0.4031650632,-0.2594637153,
ND,1,House,0.02452683037,"[0.212768882630919, 0.7778401242294, -0.917028515752737]",Biden,Trump,Richard Grayson,-48.94607464,8.281667365,3.31486789,-0.379175582,-0.002241458515,0.4259809028,-0.03794014327,-0.0262020972,-0.4865805232,0.05360223374,0.1527887622,
OH,1,House,-1.716960094,"[-2.48407792146648, -4.64987588302321, 1.983073523773]",Biden,Trump,n/a,-33.65023607,44.46572965,12.84269856,-0.4079562144,0.206279201,0.2519955068,0.3854211123,0.09040920431,-0.08854818445,-0.3353425115,0.1806779059,
OH,2,House,0.2201623077,"[-0.359793570080743, 3.80797872376368, -2.78769823062886]",Biden,Trump,n/a,45.94653545,21.95957686,9.312950255,-0.178205927,-0.09725878841,0.1520518011,0.0499763704,-0.4927082227,0.03547516002,0.1894655813,-0.3453739206,
