"","year","office_type","state","district","receipts_DEM","receipts_REP","individual_contributions_DEM","individual_contributions_REP"
"2377",2010,"House","WA",6,1412760.32,159836.62,530631.8,90464.59
"2378",2010,"House","WA",7,601786.58,6170.09,319867.29,5855.09
"2379",2010,"House","WA",8,4100501.6,2793787.94,1508684.33,1548449.52
"2380",2010,"House","WA",9,948533.49,418101.64,399555.09,235881.87
"2381",2010,"House","WI",1,16464.28,3922760.14,10262.29,2597218.6
"2382",2010,"House","WI",2,1197113.57,146278.23,827110.53,125449.3
"2383",2010,"House","WI",3,1857853,1043786.45,621996.86,923690.03
"2384",2010,"House","WI",4,604546.1,50743.89,183075.88,37466.44
"2385",2010,"House","WI",5,175545,419146.76,20083.58,177340.99
"2386",2010,"House","WI",6,6940.53,737018.72,4397.67,165542.43
"2387",2010,"House","WI",7,2650011.83,2434598.15,1406748.36,1538020.03
"2388",2010,"House","WI",8,2096970.72,2004671.77,906083.3,1447209.91
"2389",2010,"House","WV",1,2578888.8,2631947.73,1793763.91,911168.89
"2390",2010,"House","WV",2,27745.43,1531270.36,18912.42,773820.51
"2391",2010,"House","WV",3,1261181.95,1133473.12,521712.74,1000913.33
"2392",2010,"Senate","00",0,23292203.11,7556150.08,2100191.48,69872.25
"2393",2010,"Senate","AK",0,2180477.15,8690356.22,1623308.66,5318631.74
"2394",2010,"Senate","AL",0,9052.36,5479540,4880,3055746
"2395",2010,"Senate","AR",0,15293441,5701084.12,10083137,4057304
"2396",2010,"Senate","AS",0,65510,50345.2,54010,50345.2
"2397",2010,"Senate","AZ",0,1943036,22404871,1226581,9385980
"2398",2010,"Senate","CA",0,14949745,28548247,11304173,17281590
"2399",2010,"Senate","CO",0,16602736,10902737.6,12507599,7907194.47
"2400",2010,"Senate","CT",0,14420160,59032456,8415509,7026770
"2401",2010,"Senate","DC",0,458043,74726.17,224753,67505.24
"2402",2010,"Senate","DE",0,7246023.29,16898958.28,4531674.51,12494561.38
"2403",2010,"Senate","FL",0,46747062,22135836,9962101,19721632
"2404",2010,"Senate","GA",0,375256,7226530,297788,4117657
"2405",2010,"Senate","GU",0,222121.39,NA,194221.39,NA
"2406",2010,"Senate","HI",0,3636820,274023,2304171,124179
"2407",2010,"Senate","IA",0,4368332,5762828,2802275,2872632
"2408",2010,"Senate","ID",0,101269,4194962,67978,1791781
"2409",2010,"Senate","IL",0,16320976.35,15181448.91,11428258,12214608.11
"2410",2010,"Senate","IN",0,4832003.74,6610508,2682494.45,4454271
"2411",2010,"Senate","KS",0,166319,7723946,39556,4675144
"2412",2010,"Senate","KY",0,8302730,13891027,6861540,11171801
"2413",2010,"Senate","LA",0,5197668.75,8904072,3331835.5,6823292
"2414",2010,"Senate","MA",0,27454243,18952695,22093464.96,17141489
"2415",2010,"Senate","MD",0,4768628,1566249.39,2882559,489457
"2416",2010,"Senate","ME",0,10107,1072672,0,334818
"2417",2010,"Senate","MI",0,2887645,250,1978894,250
"2418",2010,"Senate","MN",0,1844250,3330288,1332288,4718
"2419",2010,"Senate","MO",0,11639224,12357817,9063629,7642281
"2420",2010,"Senate","MP",0,36991,24159,34915,4120
"2421",2010,"Senate","MS",0,2359,1223026,1000,640980
"2422",2010,"Senate","MT",0,3018571.45,1710241.52,1733389.69,1130414.78
"2423",2010,"Senate","NC",0,5454290,9099829,4381102,5256035
"2424",2010,"Senate","ND",0,7434019.59,6577338.21,3251036.77,4516178.49
"2425",2010,"Senate","NE",0,1631696,439909,616131,234397
"2426",2010,"Senate","NH",0,6039591.26,15450695,4575322.5,5452620.52
"2427",2010,"Senate","NJ",0,3107600,22286.16,2013603,11974
"2428",2010,"Senate","NM",0,990361,65286,570175,46089
"2429",2010,"Senate","NV",0,19392820,33146297.75,13825533,30738758
"2430",2010,"Senate","NY",0,31865038.96,7686135.87,24730170.67,2259422
"2431",2010,"Senate","OH",0,9392108,14883068.17,7830575,9200726
"2432",2010,"Senate","OK",0,10998,2358395,6471,1297383
"2433",2010,"Senate","OR",0,6935228,2432862,4053171,960656
"2434",2010,"Senate","PA",0,24824624,17975272,16131667,15656139
"2435",2010,"Senate","PR",0,457645.42,3399.29,340657.5,0
"2436",2010,"Senate","RI",0,1484486,111,1000407,0
"2437",2010,"Senate","SC",0,606222,7168284,337425,2783490
"2438",2010,"Senate","SD",0,2459402.35,9669968.8,1099992.21,6739357.91
"2439",2010,"Senate","TN",0,8582,2129648,0,1372006
"2440",2010,"Senate","TX",0,10053129,6774394,5413950,6037809
"2441",2010,"Senate","UT",0,316493.1,8051848,222819,4323348
"2442",2010,"Senate","VA",0,2147987,35331,1438989,2368
"2443",2010,"Senate","VI",0,279152.99,13205,107107,4720
"2444",2010,"Senate","VT",0,4829830.58,316579.35,3134038.54,188836.19
"2445",2010,"Senate","WA",0,14350423,11760640,10671420,9729678
"2446",2010,"Senate","WI",0,15307246,17602049,12689161,6149219
"2447",2010,"Senate","WV",0,4910545,3186333,3370636,592504
"2448",2010,"Senate","WY",0,65708.8,1491286.42,63508.8,631169.32
"2449",2012,"House","AL",1,NA,1434120.38,NA,654643.9
"2450",2012,"House","AL",2,6615.83,1098242.28,0,523559.23
"2451",2012,"House","AL",3,3884,1069891.19,1744,474560.95
"2452",2012,"House","AL",4,13561,1247169.37,2400,534734.58
"2453",2012,"House","AL",5,75419.12,1516233.62,36555.03,460401.23
"2454",2012,"House","AL",6,50326,2917897.64,22236,1310846.27
"2455",2012,"House","AL",7,1205399.57,29037.03,504236.47,4419
"2456",2012,"House","AR",1,878286.39,1339923.2,555612.99,718830.17
"2457",2012,"House","AR",2,259455.32,1628246.36,107350.8,1047340.8
"2458",2012,"House","AR",3,43126,938253.28,27399,472940.61
"2459",2012,"House","AR",4,886586.73,2842084.58,385343,2203888.13
"2460",2012,"House","AZ",1,2511254.89,1681107.19,1857934,1051095.8
"2461",2012,"House","AZ",2,2893703.57,2671843.41,1857976.27,1807876.28
"2462",2012,"House","AZ",3,1325140.29,260279.51,758587.13,235907.39
"2463",2012,"House","AZ",4,NA,2005905.05,NA,1332043.72
"2464",2012,"House","AZ",5,3278.26,2073232.46,0,1495300.32
"2465",2012,"House","AZ",6,32185.51,13225427.43,7005.51,9817427.33
"2466",2012,"House","AZ",7,1025610.58,2115.07,417694.63,0
"2467",2012,"House","AZ",8,1034309,739111.46,523163.64,516557.8
"2468",2012,"House","AZ",9,3587666.24,2366549.7,2918326.71,1457132.71
"2469",2012,"House","CA",1,197426.95,1200196.92,142489.18,439730.96
"2470",2012,"House","CA",2,3730199.45,666414.16,2979567.63,109521.93
"2471",2012,"House","CA",3,2085819.12,1389293.88,1240583.05,920001.19
"2472",2012,"House","CA",4,59481.58,1192310.87,41913.04,1077369.82
"2473",2012,"House","CA",5,1811426.04,14777,717324.63,9599
"2474",2012,"House","CA",6,974724.28,32496.92,305669.85,3615.25
"2475",2012,"House","CA",7,3664781.6,2702536.36,2719384.89,1225275.3
"2476",2012,"House","CA",8,35998,1931291.16,4114,772349.11
"2477",2012,"House","CA",9,2532626.42,3072302.12,1616047.64,2277319.73
"2478",2012,"House","CA",10,1769802.61,2756588.82,1244416.53,1284763.56
"2479",2012,"House","CA",11,757215.15,145618.3,236846.95,4800
"2480",2012,"House","CA",12,3614925.3,531463.04,2142825.49,531463.04
"2481",2012,"House","CA",13,1169516.69,NA,814818.62,NA
"2482",2012,"House","CA",14,969474.1,32716.61,539596.03,29661.61
"2483",2012,"House","CA",15,1971176.6,10780.28,1080248.44,0
"2484",2012,"House","CA",16,1485264.53,828409.62,766838.45,565910.67
"2485",2012,"House","CA",17,900844.16,69718.8,552340.8,26945.5
"2486",2012,"House","CA",18,1709390.72,177930.81,881744.01,0
"2487",2012,"House","CA",19,858985.44,16600,427611.83,6200
"2488",2012,"House","CA",20,735724.32,32518.13,327868,31950
"2489",2012,"House","CA",21,470884.85,1315897.19,325915.75,713173.28
"2490",2012,"House","CA",22,399219.45,1551896.98,287753.15,684148.88
"2491",2012,"House","CA",23,NA,4680105.23,NA,1940405.19
"2492",2012,"House","CA",24,3415588.34,3183768.58,2196853.02,1786666.34
"2493",2012,"House","CA",25,374126.89,2014819.82,311972.12,1105450.19
"2494",2012,"House","CA",26,2757414.68,2678214.25,1979632.8,1592938.2
"2495",2012,"House","CA",27,1523172.1,296610.3,1109396.89,170584.92
"2496",2012,"House","CA",28,1333321.02,4700,778453.54,1040
"2497",2012,"House","CA",29,1178165.86,17258.94,687445.11,8335
"2498",2012,"House","CA",30,8088344.5,54376.24,5144840.98,38370.03
"2499",2012,"House","CA",31,648677.46,1668962.35,486984.75,780212.95
"2500",2012,"House","CA",32,592568.98,48913.93,220059,41159
"2501",2012,"House","CA",33,1971025.66,8848,916306.01,8845
"2502",2012,"House","CA",34,1858496.56,NA,593715.44,NA
"2503",2012,"House","CA",35,1575188.2,0,789920.01,0
"2504",2012,"House","CA",36,2834617.82,4100743.43,2195102.26,1560546.87
"2505",2012,"House","CA",37,779834.39,38241.83,287861.22,15697.5
"2506",2012,"House","CA",38,NA,28305,NA,14315
"2507",2012,"House","CA",39,1841743.74,2760904.37,892413.95,1728468.36
"2508",2012,"House","CA",40,581440.27,NA,252180.28,NA
"2509",2012,"House","CA",41,1462984.02,1918640.84,962923.84,1048881.12
"2510",2012,"House","CA",42,81716.4,1109470.66,150,577555.83
"2511",2012,"House","CA",43,734091.77,NA,368054.81,NA
"2512",2012,"House","CA",44,3170295.13,0,1847289.93,0
"2513",2012,"House","CA",45,778264.4,1357257.57,631789.75,660990.06
"2514",2012,"House","CA",46,1683292.11,190714.91,897995.18,147447
"2515",2012,"House","CA",47,1253396.82,2115551.78,698489.99,1368797.71
"2516",2012,"House","CA",48,158255.49,493677.83,6593,430842
"2517",2012,"House","CA",49,136167.65,2478710.48,118258.65,1298705.7
"2518",2012,"House","CA",50,79405.31,991865.72,73576.24,379981.75
"2519",2012,"House","CA",51,1588856.42,28074.34,700418.58,25113.37
"2520",2012,"House","CA",52,4832463.73,3395694.42,1640421.6,1290629.14
"2521",2012,"House","CA",53,647371.55,114985.18,301474.49,107873.75
"2522",2012,"House","CO",1,1051538.17,18183.17,439553.17,16064.69
"2523",2012,"House","CO",2,1149923.96,595340,728312.29,437961.12
"2524",2012,"House","CO",3,1954541.51,2342228.83,1467343.52,1575577.26
"2525",2012,"House","CO",4,912189.34,2327044.35,756055.59,1184207.49
"2526",2012,"House","CO",5,NA,1593144.45,NA,325517.28
"2527",2012,"House","CO",6,2291273.46,3448424.7,1253458.76,1972817.11
"2528",2012,"House","CO",7,2970375.65,4882878.53,1480131.89,1121757.33
"2529",2012,"House","CT",1,2018561.37,76925,861570.15,68775
"2530",2012,"House","CT",2,1520758.75,296714.46,758226.2,249856.63
"2531",2012,"House","CT",3,1175607.54,70140.04,558022.81,58211.14
"2532",2012,"House","CT",4,3035222.27,2211187.48,1923778.71,1558944.15
"2533",2012,"House","CT",5,7128957.23,6350686.3,4655871.44,3084107.92
"2534",2012,"House","CT",6,7.18,NA,0,NA
"2535",2012,"House","FL",1,NA,732309.24,NA,309419.94
"2536",2012,"House","FL",2,1253482.03,1830479.33,801556.19,1025536.75
"2537",2012,"House","FL",3,14132.5,1818998.76,12632.5,920876.42
"2538",2012,"House","FL",4,NA,636290.86,NA,272306
"2539",2012,"House","FL",5,615071.75,19941,264202.55,19001
"2540",2012,"House","FL",6,314072.42,2101685.61,245080.42,1369292.82
"2541",2012,"House","FL",7,49357.37,3069194.4,42069.37,1435218.42
"2542",2012,"House","FL",8,73860.32,1135767.87,69144.63,582342.96
"2543",2012,"House","FL",9,5394199.71,571249.07,3714545.18,421275.43
"2544",2012,"House","FL",10,1963420.95,1534850.07,1443106.45,998086.49
"2545",2012,"House","FL",11,0,694150.57,0,325634.4
"2546",2012,"House","FL",12,18993.05,772587.88,9606.32,473376.38
"2547",2012,"House","FL",13,574906.2,1084343.48,369388.47,556139.22
"2548",2012,"House","FL",14,1020415.31,7752400.15,567723.94,6123729.1
"2549",2012,"House","FL",15,NA,883780.3,NA,325556.19
"2550",2012,"House","FL",16,1448348.84,2912382.43,1112901.03,1082752.88
"2551",2012,"House","FL",17,22919,1110742.74,6408,586173.92
"2552",2012,"House","FL",18,4932254.87,19451015.05,3932630.64,18356719.33
"2553",2012,"House","FL",19,-74545.7,3404511.93,77416.96,2210089.48
"2554",2012,"House","FL",20,652962.59,645730.66,335093.47,225119.27
"2555",2012,"House","FL",21,1264258.45,12580.41,894078.17,0
"2556",2012,"House","FL",22,4040620.59,3374760.95,3332227.15,2787715.44
"2557",2012,"House","FL",23,3629324.39,2809126.17,2837623.72,2693114.21
"2558",2012,"House","FL",24,1084430.58,110.06,503491.76,0
"2559",2012,"House","FL",25,201603.99,852973.17,159588.96,369311.36
"2560",2012,"House","FL",26,2084967.43,820572.18,1290809.94,568796.5
"2561",2012,"House","FL",27,NA,2146246.12,NA,1505211.34
"2562",2012,"House","GA",1,138633.06,1248412.38,11774,407765.75
"2563",2012,"House","GA",2,1290956,224163.22,431551.95,186895.34
"2564",2012,"House","GA",3,0,1141174.45,0,463286.55
"2565",2012,"House","GA",4,469699.03,59685.4,70108.88,56640.4
"2566",2012,"House","GA",5,1402083.18,56492.29,581105.15,22280
"2567",2012,"House","GA",6,56401.8,2341155.22,11401.8,1057380.26
"2568",2012,"House","GA",7,33501,16188.43,19049,0
"2569",2012,"House","GA",8,64508.96,1114640.95,0,545984.34
"2570",2012,"House","GA",9,76245.34,1245306.21,66265.16,868903.2
"2571",2012,"House","GA",10,NA,1497202.81,NA,1006084.04
"2572",2012,"House","GA",11,5956,1838444.85,5956,856628
"2573",2012,"House","GA",12,2876917.75,3242319.33,1071380.33,1659825.8
"2574",2012,"House","GA",13,976668.79,1510,179155,510
"2575",2012,"House","GA",14,12360,1179676.68,1032,627142.48
"2576",2012,"House","HI",1,1444397.21,693739.93,807919.42,610510.54
"2577",2012,"House","HI",2,9443992.77,0,6773681.65,0
"2578",2012,"House","IA",1,2687007.57,1262289.4,1739366.33,1006492.98
"2579",2012,"House","IA",2,1594768.88,1335555.54,644245.24,950184.69
"2580",2012,"House","IA",3,1747775.66,3449374.85,887449.7,1178629.34
"2581",2012,"House","IA",4,3371996.91,3753859.7,2783743.16,3026692.45
"2582",2012,"House","IA",5,2124.4,0,0,0
"2583",2012,"House","ID",1,84918.45,834975.57,53965.06,491438.51
"2584",2012,"House","ID",2,350399.48,1222333.64,314273.99,452836.5
"2585",2012,"House","IL",1,521976.15,101655.92,97698.65,84493
"2586",2012,"House","IL",2,1590445.51,19266.24,1117957.87,15145
"2587",2012,"House","IL",3,1390310.76,15716.5,533658.8,13451.5
"2588",2012,"House","IL",4,344048.41,14192,88557.31,14192
"2589",2012,"House","IL",5,728720.65,0,378790.98,0
"2590",2012,"House","IL",6,461354.5,3277931.9,267852.31,1586112.93
"2591",2012,"House","IL",7,377797.44,NA,75130,NA
"2592",2012,"House","IL",8,6592389.85,2118905.89,5688024.31,1343862.67
"2593",2012,"House","IL",9,1350902.19,64012.51,984758.14,63534.1
"2594",2012,"House","IL",10,4097356.52,4569896.35,3314400.73,3072149.09
"2595",2012,"House","IL",11,3689321.86,2909765.79,2629978.54,1384941.15
"2596",2012,"House","IL",12,2077548.46,1479068.32,1223404.53,700997.3
"2597",2012,"House","IL",13,1825909.08,2074772.57,1359578.58,1019467.58
"2598",2012,"House","IL",14,98443.11,1489754.43,29542.11,805084.14
"2599",2012,"House","IL",15,10305,2108592.88,5394,494572.3
"2600",2012,"House","IL",16,36264.87,3102281.5,34814.87,1706896.11
"2601",2012,"House","IL",17,2487987.11,2601501.69,1851607.46,1468960.13
"2602",2012,"House","IL",18,2868.31,3226793,405,812509.21
"2603",2012,"House","IL",19,0,NA,0,NA
"2604",2012,"House","IN",1,785240.06,78945.75,207135,38955.8
"2605",2012,"House","IN",2,6945492.25,1895479.35,4993470.13,1287328.25
"2606",2012,"House","IN",3,42878.76,960106.76,30070.04,519370.43
"2607",2012,"House","IN",4,33477.64,1325216,15009.7,811938.54
"2608",2012,"House","IN",5,415347.53,2429002.77,228749.43,1935192.97
"2609",2012,"House","IN",6,114879.75,2585422.86,94673.71,1371444.13
"2610",2012,"House","IN",7,1124041.82,125352.23,619203.05,117452.23
"2611",2012,"House","IN",8,1365436.32,1423511.76,642502.88,780379.59
"2612",2012,"House","IN",9,624711.57,1819056.96,507896.65,1437113.5
"2613",2012,"House","KS",1,0,873534.04,0,415797.84
"2614",2012,"House","KS",2,256903.3,1948903.34,247897.8,893863.61
"2615",2012,"House","KS",3,340,1758459.74,0,1102202.92
"2616",2012,"House","KS",4,65663.9,1924284.53,2192.9,1155712.78
"2617",2012,"House","KY",1,NA,1917048.79,NA,546390
"2618",2012,"House","KY",2,NA,1577907.36,NA,433370.78
"2619",2012,"House","KY",3,1000849.45,52785.01,504055.07,42212.12
"2620",2012,"House","KY",4,130786.35,2409641.83,69598.35,1287484.93
"2621",2012,"House","KY",5,1973.57,1535445.49,250,572363.17
"2622",2012,"House","KY",6,2403028.68,2227945.6,1364111.66,1760359.52
"2623",2012,"House","LA",1,0,1458837.13,0,737621.95
"2624",2012,"House","LA",2,956171.29,53576.15,317087,24118.17
"2625",2012,"House","LA",3,104998.9,6823393.22,55412.5,4223298.03
"2626",2012,"House","LA",4,2808.07,1620069.64,1250,1294134.09
"2627",2012,"House","LA",5,NA,1400551.28,NA,893293.01
"2628",2012,"House","LA",6,NA,1797931.07,NA,1077390.26
"2629",2012,"House","MA",1,2474069.9,908.38,865587.54,0
"2630",2012,"House","MA",2,1068822.44,2045,615356.08,900
"2631",2012,"House","MA",3,1606981.65,343406.05,1257965.3,280700.63
"2632",2012,"House","MA",4,5198133.15,1300807.68,4381859.35,1182641.34
"2633",2012,"House","MA",5,1267194.24,67740.93,486531.94,31685.35
"2634",2012,"House","MA",6,2133195.59,2442564.46,1311634.12,2003991.67
"2635",2012,"House","MA",7,909487.24,1643.38,430558.55,1636
"2636",2012,"House","MA",8,1193428.81,55014,250775.75,33181
"2637",2012,"House","MA",9,1354921.67,116082.89,804600.88,95369.73
"2638",2012,"House","MA",10,2132.31,8043.32,0,3008.83
"2639",2012,"House","MD",1,446023.98,1595563.24,240408.22,1147584.46
"2640",2012,"House","MD",2,1408187.25,299363.6,661937.07,282290.29
"2641",2012,"House","MD",3,1018320.6,31003.52,1007366.77,29829.22
"2642",2012,"House","MD",4,952478.99,77048.37,477729.25,64127.37
"2643",2012,"House","MD",5,4155255.7,179760.28,1304077.01,167913.76
"2644",2012,"House","MD",6,5831609.1,1746844.23,2349579.94,891655.73
"2645",2012,"House","MD",7,795483.37,15180,217186.86,15180
"2646",2012,"House","MD",8,1634095.81,216218.13,727770.71,200005.5
"2647",2012,"House","ME",1,1024607.83,140724.46,825296.25,110576.24
"2648",2012,"House","ME",2,1222006.4,737128.64,451215.95,570297.76
"2649",2012,"House","MI",1,1498669.49,2224860.19,953752.42,1030173.82
"2650",2012,"House","MI",2,0,1101867.77,0,450720.14
"2651",2012,"House","MI",3,2467014.71,1365397.52,678664.8,1112315.77
"2652",2012,"House","MI",4,40359,4476144.59,4395,1281930.26
"2653",2012,"House","MI",5,824978.45,75775.06,397081.01,55276.06
"2654",2012,"House","MI",6,389915.3,4271685.05,361596.39,1442091.94
"2655",2012,"House","MI",7,121659.16,1536075.41,17927.1,977272.77
"2656",2012,"House","MI",8,99835.76,1921587.04,35345.84,685697.9
"2657",2012,"House","MI",9,1836756.43,75914.57,555220,73416.57
"2658",2012,"House","MI",10,45533.16,674170.19,34568.01,222113.5
"2659",2012,"House","MI",11,771184.94,2245111.17,589590.39,1292475.09
"2660",2012,"House","MI",12,1465371.44,138010.22,364298.25,22918.86
"2661",2012,"House","MI",13,1471957.15,NA,779995.09,NA
"2662",2012,"House","MI",14,3184845.29,NA,1803907.79,NA
"2663",2012,"House","MN",1,1976106.21,774686.88,1137130.64,225539.6
"2664",2012,"House","MN",2,722410.97,2403407.69,458091.07,1232940.06
"2665",2012,"House","MN",3,77104.86,3123446.17,72004.86,1909015.95
"2666",2012,"House","MN",4,NA,71123.85,NA,53110.38
"2667",2012,"House","MN",5,2061801.33,419384.84,1666726.13,352778.13
"2668",2012,"House","MN",6,28412.88,25896696.16,4555,21834561.72
"2669",2012,"House","MN",7,NA,667669.84,NA,558115.63
"2670",2012,"House","MN",8,1493982.28,2374759.79,1370689.78,1573812.38
"2671",2012,"House","MO",1,2265242.41,12422,1089100.15,9317
"2672",2012,"House","MO",2,77676.31,8579845.41,30500.31,7204890.29
"2673",2012,"House","MO",3,NA,1968359.39,NA,579097.97
"2674",2012,"House","MO",4,834590.9,1510630.7,622464.99,897355.7
"2675",2012,"House","MO",5,1154849.08,451953.56,337253.4,398717.69
"2676",2012,"House","MO",6,107295.75,1357980.82,45949,299754
"2677",2012,"House","MO",7,62629.79,976173.94,14735,553282.48
"2678",2012,"House","MO",8,24817.41,1561323.72,13696.41,588779.58
"2679",2012,"House","MO",9,6.29,0,0,0
"2680",2012,"House","MS",1,206000.61,1634228.62,72572.49,1008868.57
"2681",2012,"House","MS",2,1871765.93,18213.35,379397.25,18032
"2682",2012,"House","MS",3,NA,956339.59,NA,485815.95
"2683",2012,"House","MS",4,1405,932813.14,0,497873.62
"2684",2012,"House","NC",1,901274.34,0,259190.14,0
"2685",2012,"House","NC",2,108590.51,1139666.4,88769.48,471091.85
"2686",2012,"House","NC",3,35475.61,792914.69,20983,411146.04
"2687",2012,"House","NC",4,1141279.86,614854.38,614686.13,17204
"2688",2012,"House","NC",5,224192.91,972460.35,162103.14,651211.11
"2689",2012,"House","NC",6,46218.78,623089.25,26918.78,217200.57
"2690",2012,"House","NC",7,2304496.01,1941588.68,916911.45,1448085.49
"2691",2012,"House","NC",8,1322618.28,3695633.06,472013.42,2055361.13
"2692",2012,"House","NC",9,600584.25,5274806.95,581828.66,1793263.81
"2693",2012,"House","NC",10,795347.58,1248768.35,623062.58,564796.86
"2694",2012,"House","NC",11,1394441.75,2386882.06,689251.9,980687.44
"2695",2012,"House","NC",12,852387.49,15678,96939.4,2087
"2696",2012,"House","NC",13,302943.12,1995441.04,173780.59,1343580.3
"2697",2012,"House","NE",1,30444,698413.78,30444,431328.45
"2698",2012,"House","NE",2,694251.94,2221447.65,542290.21,860045.91
"2699",2012,"House","NE",3,38552.05,1163154.28,23986,412169.99
"2700",2012,"House","NH",1,2044455.03,1904495.35,1479292.9,973139.1
"2701",2012,"House","NH",2,3161602.46,2066312.83,2577172.96,748380.84
"2702",2012,"House","NJ",1,1510757.47,13965,768135.75,13465
"2703",2012,"House","NJ",2,55143.75,1572454.05,50919.74,659858.81
"2704",2012,"House","NJ",3,1071124.83,2097389.4,758773.11,905769.47
"2705",2012,"House","NJ",4,105272.83,662623.84,74643.84,455731.88
"2706",2012,"House","NJ",5,111832.32,2397464.98,96655.58,1324756.15
"2707",2012,"House","NJ",6,1868760,599068.12,719590.7,582324.12
"2708",2012,"House","NJ",7,1478585.24,1458198.17,1410146.06,679407.59
"2709",2012,"House","NJ",8,858833.91,112.35,337623,0
"2710",2012,"House","NJ",9,4394325.73,317565.88,2583076.35,305565.88
"2711",2012,"House","NJ",10,1231258.92,NA,581522.19,NA
"2712",2012,"House","NJ",11,103637,1101627.89,96882,505941
"2713",2012,"House","NJ",12,2084904.26,143270.27,1432667.16,56812
"2714",2012,"House","NJ",13,NA,3065,NA,2100
"2715",2012,"House","NM",1,10364223.36,1114371.25,8166505.81,752083.83
"2716",2012,"House","NM",2,99914.03,1687074.84,79496,1218627.71
"2717",2012,"House","NM",3,1104041.5,187318.05,518205.01,83189.77
"2718",2012,"House","NV",1,11822266.17,194910.93,8635292.23,43034.72
"2719",2012,"House","NV",2,825245.63,3246831.14,571424.63,1996066.76
"2720",2012,"House","NV",3,1536198.59,2423277.15,929914.86,1333625.63
"2721",2012,"House","NV",4,1788208.19,2035549.43,1022196.47,1213203.39
"2722",2012,"House","NY",1,2731218.03,2645442.72,1604417.77,2056486.93
"2723",2012,"House","NY",2,11679.44,1816411.05,8027.44,1093505.92
"2724",2012,"House","NY",3,3190720.72,287029,2070177.77,273629
"2725",2012,"House","NY",4,2277999.7,332487.31,1448386.94,293793.4
"2726",2012,"House","NY",5,1216470.06,0,480709,0
"2727",2012,"House","NY",6,2366886.26,181117,1648716.03,170467
"2728",2012,"House","NY",7,1042697.07,NA,503618.51,NA
"2729",2012,"House","NY",8,1546579.55,NA,1253513.16,NA
"2730",2012,"House","NY",9,2020518.15,NA,1286066.91,NA
"2731",2012,"House","NY",10,1896311.15,NA,1037853.21,NA
"2732",2012,"House","NY",12,1746928.76,116717.26,1035711,101034.96
"2733",2012,"House","NY",13,3293482.57,2267499.53,2535158.72,955276.03
"2734",2012,"House","NY",14,2600382.44,0,914750.83,0
"2735",2012,"House","NY",15,305760,5200,48628,5200
"2736",2012,"House","NY",16,1062605.76,3350,598685.76,3350
"2737",2012,"House","NY",17,2165669.24,1301191.11,1785986.87,294637.51
"2738",2012,"House","NY",18,3078729.14,3564122.71,2399263.59,1677494.65
"2739",2012,"House","NY",19,1636265.6,2188826.54,1093118.36,943812.31
"2740",2012,"House","NY",20,981227.98,250950.2,427304.35,196352.47
"2741",2012,"House","NY",21,1997478.15,2457532.69,797861.53,785878.54
"2742",2012,"House","NY",22,337978.93,1434151.33,279294.98,634612.14
"2743",2012,"House","NY",23,263938.59,2125319.23,186969.5,854328
"2744",2012,"House","NY",24,2034876.37,2021185.47,1279561.89,1093418.69
"2745",2012,"House","NY",25,2312389.56,1464442.01,1217293.94,1186805.8
"2746",2012,"House","NY",26,1091162.23,6421751.41,653781.57,359767.35
"2747",2012,"House","NY",27,4858495.76,1540295.62,3075880.62,480889.12
"2748",2012,"House","NY",28,NA,0,NA,0
"2749",2012,"House","NY",29,11329.41,0,0,0
"2750",2012,"House","OH",1,78678.4,1068815.87,55942.05,627749
"2751",2012,"House","OH",2,3046.89,1712263.38,2375,1051435.24
"2752",2012,"House","OH",3,1606798.1,25451.3,940704.11,17125.32
"2753",2012,"House","OH",4,34166.51,1078119.01,17495.01,568820.29
"2754",2012,"House","OH",5,475664.77,1111742.01,409793.6,548619.01
"2755",2012,"House","OH",6,1482726.72,2042996.77,394756.84,994995.22
"2756",2012,"House","OH",7,961420.9,2129603.26,345105.6,1096239.67
"2757",2012,"House","OH",8,852.23,22033109.91,0,9406717.23
"2758",2012,"House","OH",9,1212973.58,438156.01,503172.96,382202.18
"2759",2012,"House","OH",10,587122.56,1593862.58,469755.8,1088056.83
"2760",2012,"House","OH",11,716897.47,NA,185854.14,NA
"2761",2012,"House","OH",12,44037.45,3398543.85,15575,1349258.72
"2762",2012,"House","OH",13,998666.21,75740.07,381154.81,42468.25
"2763",2012,"House","OH",14,116850.13,2159454.02,64160,1053769.99
"2764",2012,"House","OH",15,116061.47,2748358.32,82994.44,1268592.15
"2765",2012,"House","OH",16,2528224.98,3371611.42,1448053.42,1613450.61
"2766",2012,"House","OH",17,NA,0,NA,0
"2767",2012,"House","OH",18,44362.95,3069.53,0,0
"2768",2012,"House","OK",1,326146.63,1963539.39,300747.58,1011790.57
"2769",2012,"House","OK",2,1991654.02,3000685.73,1308151.15,2064584.21
"2770",2012,"House","OK",3,707.61,1624077.68,534.61,484617.35
"2771",2012,"House","OK",4,35892.36,1018945.82,19845.47,576035.23
"2772",2012,"House","OK",5,167044.45,1162248.31,55343.12,795965.98
"2773",2012,"House","OR",1,3108375.48,1374110.7,2004394.61,1100177.84
"2774",2012,"House","OR",2,34471.22,2736873.41,25436.22,1070762.74
"2775",2012,"House","OR",3,1185141.92,12884.7,352003.01,1130
"2776",2012,"House","OR",4,1396968,1217007.64,743429.11,1130342.38
"2777",2012,"House","OR",5,1781464.83,77951.98,688481.15,32949.58
