"Candidate identification","Candidate name","Incumbent challenger status","Party affiliation","Total receipts","Total individual contributions","Candidate state","Candidate district","Special election status","Primary election status","Runoff election status","General election status"
"H8NJ07108","MARKS, MARTIN L","O","REP",166155.79,70799,"NJ","07",NA,NA,NA,NA
"H8NJ07116","HATFIELD, P KELLY","O","REP",134998.75,77510.29,"NJ","07",NA,NA,NA,NA
"H8NJ07140","ROUGHNEEN, THOMAS","O","REP",48030,48030,"NJ","07",NA,NA,NA,NA
"H8NJ07157","SORDILLO, VICTOR J","C","REP",5575,5575,"NJ","07",NA,NA,NA,NA
"H8NJ07132","HSING, MICHAEL PAUL","O","IND",219039,217339,"NJ","07",NA,NA,NA,"L"
"H6NJ08118","PASCRELL, WILLIAM  J HON. JR.","I","DEM",1450974.56,761954.93,"NJ","08",NA,"W",NA,"W"
"H4NJ08063","AJJAN, GEORGE CHARLES","C","REP",0,0,"NJ","08",NA,NA,NA,NA
"H6NJ08134","SANDOVAL, JOSE M","C","REP",10000,0,"NJ","08",NA,NA,NA,NA
"H8NJ08056","STRATEN, ROLAND","C","REP",84077.72,32155,"NJ","08",NA,"W",NA,"L"
"H4NJ09095","WILDES, MICHAEL","C","DEM",149181.34,120608,"NJ","09",NA,NA,NA,NA
"H6NJ09165","ROTHMAN, STEVEN R","I","DEM",1404920.77,772659.25,"NJ","09",NA,"W",NA,"W"
"H6NJ09215","MICCO, VINCE","C","REP",33890.62,32455.62,"NJ","09",NA,"W",NA,"L"
"H0NJ10026","PAYNE, DONALD M","I","DEM",804188.18,302537.5,"NJ","10",NA,"W",NA,"W"
"H6NJ11112","WYKA, TOM","C","DEM",88200.37,84015.64,"NJ","11",NA,"W",NA,"L"
"H8NJ11092","GREENBERG, ELLEN","C","DEM",9130,9130,"NJ","11",NA,NA,NA,NA
"H8NJ11118","HAGER, GARY (HARRY)","C","DEM",41697,0,"NJ","11",NA,NA,NA,NA
"H2NJ05014","FRELINGHUYSEN, RODNEY P.","I","REP",1084236.44,678876,"NJ","11",NA,"W",NA,"W"
"H8NJ11100","TEDHOLM, CHANDLER CHARLES","C","IND",1281,200,"NJ","11",NA,NA,NA,"L"
"H6NJ12144","HOLT, RUSH D.","I","DEM",1181470.09,763292.69,"NJ","12",NA,"W",NA,"W"
"H4NJ12081","SPADEA, BILL","C","REP",950,0,"NJ","12",NA,NA,NA,NA
"H6NJ12185","SINAGRA, JOSEPH","C","REP",0,0,"NJ","12",NA,NA,NA,NA
"H8NJ12074","BATEMAN, ALAN R.","C","REP",36731.88,27631.88,"NJ","12",NA,"W",NA,"L"
"H6NJ13191","SIRES, ALBIO","I","DEM",993230.01,674619.12,"NJ","13",NA,"W",NA,"W"
"H6NJ13209","VAS, JOSEPH","O","DEM",1400,900,"NJ","13",NA,NA,NA,NA
"H0NM01130","KELLY, JOHN J","C","DEM",0,0,"NM","01",NA,NA,NA,NA
"H8NM01117","MADRID, PATRICIA A","C","DEM",41374.1,0,"NM","01",NA,NA,NA,NA
"H8NM01224","HEINRICH, MARTIN","O","DEM",2513760.96,1837605.1,"NM","01",NA,"W",NA,"W"
"H8NM01232","PAEZ, BRYON J","O","DEM",11500,11500,"NM","01",NA,NA,NA,NA
"H8NM01257","GRISHAM, MICHELLE LUJAN","O","DEM",314829.96,299873.83,"NM","01",NA,NA,NA,NA
"H8NM01299","PIDCOCK, ROBERT L","O","DEM",140937.03,18141.9,"NM","01",NA,NA,NA,NA
"H8NM01315","VIGIL-GIRON, REBECCA D","O","DEM",30530,23530,"NM","01",NA,NA,NA,NA
"H8NM01273","WHITE, DARREN P","O","REP",1798894.35,1223873.21,"NM","01",NA,"W",NA,"L"
"H8NM01281","CARRARO, JOSEPH J","O","REP",89741,45341,"NM","01",NA,NA,NA,NA
"H2NM02100","SMITH, JOHN ARTHUR","C","DEM",7000,6500,"NM","02",NA,NA,NA,NA
"H4NM02056","KING, GARY KENNETH","C","DEM",83374.96,0,"NM","02",NA,NA,NA,NA
"H6NM02085","KISSLING, ALBERT DONALD","O","DEM",47273.81,34786.38,"NM","02",NA,NA,NA,NA
"H8NM02024","MCCAMLEY, WILLIAM J","O","DEM",447239.2,407458.19,"NM","02",NA,NA,NA,NA
"H8NM02032","TEAGUE, HARRY","O","DEM",3697958.41,1469388.62,"NM","02",NA,"W",NA,"W"
"H8NM02057","CERVANTES, JOSEPH","O","DEM",81127.37,61051.35,"NM","02",NA,NA,NA,NA
"H2NM02118","GREER, C EARL","O","REP",63321.74,35450,"NM","02",NA,NA,NA,NA
"H2NM02126","PEARCE, STEVAN E","I","REP",658416.96,420148.61,"NM","02",NA,NA,NA,NA
"H6NM02077","SOWARDS, GREGORY EDDIE","O","REP",327714.44,0,"NM","02",NA,NA,NA,NA
"H8NM02065","DUNN, AUBREY","O","REP",741510.25,141119.19,"NM","02",NA,NA,NA,NA
"H8NM02073","NEWMAN, MONTY","O","REP",514121.09,352987,"NM","02",NA,NA,NA,NA
"H8NM02081","MARQUARDT, TERRY T","O","REP",63504.11,7050,"NM","02",NA,NA,NA,NA
"H8NM01240","ADAMS, JON","O","DEM",68835.2,45486.85,"NM","03",NA,NA,NA,NA
"H8NM03162","WIVIOTT, DON","O","DEM",1617109.23,237647.03,"NM","03",NA,NA,NA,NA
"H8NM03170","MONTOYA, HARRY B","O","DEM",138023.56,134396.89,"NM","03",NA,NA,NA,NA
"H8NM03188","MARTIN, RUDY","O","DEM",20703,6191,"NM","03",NA,NA,NA,NA
"H8NM03196","LUJAN, BEN R","O","DEM",1570997.78,979512.7,"NM","03",NA,"W",NA,"W"
"H8NM03204","SHENDO, BENNY JR","O","DEM",176466,166466,"NM","03",NA,NA,NA,NA
"H8NM03212","EAST, DANIEL K","O","REP",193912.47,165322.47,"NM","03",NA,"W",NA,"L"
"H8NM03220","GONZALES, MARCO","O","REP",28230,28230,"NM","03",NA,NA,NA,NA
"H8NM03030","MILLER, CAROL","O","IND",42156,16825,"NM","03",NA,NA,NA,"L"
"H8NM03238","SIMMONS, RON","O","IND",13220,700,"NM","03",NA,NA,NA,NA
"H8NV00065","LEEDS, ROBERT X","C","UNK",10040,0,"NV","00",NA,NA,NA,NA
"H8NV01071","BERKLEY, SHELLEY","I","DEM",2164791.88,1235672.37,"NV","01",NA,"W",NA,"W"
"H6NV01158","WEGNER, KENNETH ALEXANDER","C","REP",15747,4955,"NV","01",NA,"W",NA,"L"
"H8NV01196","DYER, CHRISTOPHER ALAN","C","REP",5891,3827,"NV","01",NA,NA,NA,NA
"H6NV02180","DERBY, JILL T","O","DEM",1119173.77,735920.38,"NV","02",NA,"W",NA,"L"
"H6NV02164","HELLER, DEAN","I","REP",1713944.71,907857.61,"NV","02",NA,"W",NA,"W"
"H6NV02172","ANGLE, SHARRON E","O","REP",0,0,"NV","02",NA,NA,NA,NA
"H8NV02053","SMACK, JAMES W.","C","REP",14175,7701,"NV","02",NA,NA,NA,NA
"H6NV03022","HAFEN, TESSA MICHELLE","C","DEM",0,0,"NV","03",NA,NA,NA,NA
"H8NV03010","MARTIN, ANDREW B","C","DEM",382691.76,95179.13,"NV","03",NA,NA,NA,NA
"H8NV03028","DASKAS, ROBERT JAMES","C","DEM",617434.56,466408.61,"NV","03",NA,NA,NA,NA
"H8NV03036","TITUS, DINA","C","DEM",1856739.41,1166020.73,"NV","03",NA,"W",NA,"W"
"H0NV01078","PORTER, JON C SR","I","REP",3100870.19,1350664.53,"NV","03",NA,"W",NA,"L"
"H8NV03051","BUNCE, CARL JONATHAN","C","REP",7813,6456,"NV","03",NA,NA,NA,NA
"H8NV03069","LAW, JESSE REED","C","REP",11326.97,11278.77,"NV","03",NA,NA,NA,NA
"H2NY01067","BISHOP, TIMOTHY","I","DEM",1391806.92,861405.99,"NY","01",NA,"W",NA,"W"
"H6NY01100","ZANZI, ITALO ANDRES","C","REP",0,0,"NY","01",NA,NA,NA,NA
"H6NY14228","MCFARLAND, KATHLEEN TROIA","C","REP",1750,0,"NY","01",NA,NA,NA,NA
"H8NY01148","ZELDIN, LEE M","C","REP",871279.61,764144.26,"NY","01",NA,"W",NA,"L"
"H0NY02085","ISRAEL, STEVE","I","DEM",2144801.95,1570318.88,"NY","02",NA,"W",NA,"W"
"H8NY02062","STALZER, FRANK J","C","REP",10000,10000,"NY","02",NA,"W",NA,"L"
"H4NY03069","MATHIES, BLAIR","C","DEM",0,0,"NY","03",NA,NA,NA,NA
"H6NY03155","MEJIAS, DAVID L","C","DEM",0,0,"NY","03",NA,NA,NA,NA
"H8NY03144","LONG, GRAHAM E","C","DEM",45593.54,41792.31,"NY","03",NA,"W",NA,"L"
"H2NY03089","KING, PETER T","I","REP",1791788.97,1128367.4,"NY","03",NA,"W",NA,"W"
"H8NY03045","PREVIDI, ROBERT","C","REP",2844,2815,"NY","03",NA,"W",NA,NA
"H6NY04112","MCCARTHY, CAROLYN","I","DEM",1336624.93,798644.53,"NY","04",NA,"W",NA,"W"
"H8NY04076","MARTINS, JACK M","C","REP",503789.81,453589.81,"NY","04",NA,"W",NA,"L"
"H6NY04120","BLESSINGER, MARTIN W","C","CON",0,0,"NY","04",NA,NA,NA,NA
"H2NY04053","LEVY, DAVID A","C","CRV",0,310,"NY","04",NA,NA,NA,NA
"H4NY07011","ACKERMAN, GARY L.","I","DEM",1313445.46,907833.78,"NY","05",NA,"W",NA,"W"
"H4NY05064","POLICARPIO, GONZALO MANALO","C","REP",21022,11892,"NY","05",NA,"W",NA,"L"
"H8NY05099","BERNEY, ELIZABETH","C","REP",25098,24586,"NY","05",NA,"W",NA,"L"
"H8NY06048","MEEKS, GREGORY W","I","DEM",1308855.36,277621.52,"NY","06",NA,"W",NA,"W"
"H8NY07046","CROWLEY, JOSEPH","I","DEM",2058156.84,758126,"NY","07",NA,"W",NA,"W"
"H8NY09059","MANTON, THOMAS JOSEPH","C","DEM",271.5,0,"NY","07",NA,NA,NA,NA
"H2NY17071","NADLER, JERROLD L MR.","I","DEM",1381999.07,916982.19,"NY","08",NA,"W",NA,"W"
"H4NY08043","HORT, PETER","C","REP",0,0,"NY","08",NA,NA,NA,NA
"H8NY09091","WEINER, ANTHONY D MR","I","DEM",379314.26,155040.7,"NY","09",NA,"W",NA,"W"
"H8NY09117","KATZ, MELINDA R","C","DEM",844.84,0,"NY","09",NA,NA,NA,NA
"H8NY22136","SCHMIDT, JOSEPH","C","REP",0,0,"NY","09",NA,NA,NA,NA
"H2NY11017","TOWNS, EDOLPHUS","I","DEM",1545293.67,653906.04,"NY","10",NA,"W",NA,"W"
"H6NY00060","BARRON, CHARLES","C","DEM",3450,3450,"NY","10",NA,NA,NA,NA
"H6NY10085","GREEN, ROGER LEON","C","DEM",0,0,"NY","10",NA,NA,NA,NA
"H6NY10093","POWELL, KEVIN","C","DEM",130194.95,130174.95,"NY","10",NA,NA,NA,NA
"H0NY11045","CLARKE, UNA S","C","DEM",0,0,"NY","11",NA,NA,NA,NA
"H2NY12023","OWENS, MAJOR ROBERT","C","DEM",650,650,"NY","11",NA,NA,NA,NA
"H4NY11112","ANDREWS, EMMANUEL CARL","O","DEM",2123.55,0,"NY","11",NA,NA,NA,NA
"H4NY11138","CLARKE, YVETTE","I","DEM",537752.02,295192.02,"NY","11",NA,"W",NA,"W"
"H4NY11161","PERRY, NOAH","O","DEM",0,0,"NY","11",NA,NA,NA,NA
"H6NY11109","OWENS, CHRIS","O","DEM",9362.85,100,"NY","11",NA,NA,NA,NA
"H6NY11117","YASSKY, DAVID","O","DEM",1647.75,1645,"NY","11",NA,NA,NA,NA
"H6NY11166","MCCLEAN, OLLIE M","C","FRE",5359,0,"NY","11",NA,NA,NA,NA
"H2NY00010","VELAZQUEZ, NYDIA M","I","DEM",1136165.11,248681,"NY","12",NA,"W",NA,"W"
"H6NY13030","SOLARZ, STEPHEN J","C","DEM",-10910,0,"NY","12",NA,NA,NA,NA
"H6NY13071","HARRISON, STEPHEN A. MR.","O","DEM",219777.07,207815.3,"NY","13",NA,NA,NA,NA
"H8NY13069","RECCHIA, DOMENIC M JR","O","DEM",353340.12,326690.12,"NY","13",NA,NA,NA,NA
"H8NY13077","MCMAHON, MICHAEL E. MR.","O","DEM",1481526.58,795552.57,"NY","13",NA,"W",NA,"W"
"H8NY13028","FOSSELLA, VITO","I","REP",1025053.43,592301.42,"NY","13",NA,NA,NA,NA
"H8NY13085","WYNE, JAMSHAD","O","REP",316900.99,16835,"NY","13",NA,NA,NA,NA
"H8NY13127","STRANIERE, ROBERT A","O","REP",166215,150465,"NY","13",NA,"W",NA,"L"
"H8NY13101","MORANO, CARMINE A","O","IND",51075,9950,"NY","13",NA,NA,NA,"L"
"H2NY14037","MALONEY, CAROLYN B","I","DEM",1692323.47,946452.92,"NY","14",NA,"W",NA,"W"
"H2NY14086","SRDANOVIC, ANTON","C","REP",1.87,0,"NY","14",NA,NA,NA,NA
"H4NY15071","POWELL, ADAM CLAYTON IV","C","DEM",0,0,"NY","15",NA,NA,NA,NA
"H6NY19029","RANGEL, CHARLES B","I","DEM",5093242.47,2390175.93,"NY","15",NA,"W",NA,"W"
"H0NY18065","SERRANO, JOSE E","I","DEM",410513.31,129135.63,"NY","16",NA,"W",NA,"W"
"H8NY19058","ENGEL, ELIOT","I","DEM",1000779.22,532502.63,"NY","17",NA,"W",NA,"W"
"H8NY20056","LOWEY, NITA M","I","DEM",1394487.01,1080294.5,"NY","18",NA,"W",NA,"W"
"H4NY18075","HOFFMAN, RICHARD A","C","REP",0,0,"NY","18",NA,NA,NA,NA
"H6NY18153","RUSSELL, JIM","C","REP",18605,4957,"NY","18",NA,"W",NA,"L"
"H2NY19051","SELENDY, JANINE MARY HARDCASTLE","C","DEM",0,0,"NY","19",NA,NA,NA,NA
"H4NY19099","SHULDINER, BENJAMIN OLIVER","C","DEM",943.23,0,"NY","19",NA,NA,NA,NA
"H4NY19107","JALIMAN, MICHAEL","C","DEM",0,0,"NY","19",NA,NA,NA,NA
"H6NY19144","HALL, JOHN JOSEPH","I","DEM",2239382.26,1512350.98,"NY","19",NA,"W",NA,"W"
"H4NY19073","KELLY, SUE W","C","REP",16206.32,0,"NY","19",NA,NA,NA,NA
"H8NY19132","SAUL, ANDREW MARSHALL","C","REP",1466368.08,758138.41,"NY","19",NA,NA,NA,NA
"H8NY19140","LALOR, KIERAN MICHAEL","C","REP",637986.11,621531.11,"NY","19",NA,"W",NA,"L"
"H8NY19157","OROS, GEORGE","C","REP",74705.45,63732,"NY","19",NA,NA,NA,NA
"H4NY20055","DIOGUARDI, JOSEPH J","C","RTL",392136.73,0,"NY","19",NA,NA,NA,NA
"H6NY20167","GILLIBRAND, KIRSTEN ELIZABETH MRS.","I","DEM",4649656.96,3261155.55,"NY","20",NA,"W",NA,"W"
"H6NY20175","PELL, EDWIN ALBERT III","C","DEM",0,0,"NY","20",NA,NA,NA,NA
"H8NY20080","FEINER, PAUL J","C","DEM",1881.27,0,"NY","20",NA,NA,NA,NA
"H8NY20106","WAGER, RICHARD C","C","REP",482991.9,283734.1,"NY","20",NA,NA,NA,NA
"H8NY20114","ROCQUE, MICHAEL R","C","REP",240554.08,238631.43,"NY","20",NA,NA,NA,NA
"H8NY20122","TREADWELL, SANDY","C","REP",7043428.87,823713.51,"NY","20",NA,"W",NA,"L"
"H8NY20130","WALLACE, JOHN WILLIAM","C","REP",85398.52,5068,"NY","20",NA,NA,NA,NA
"H8NY22045","SWEENEY, JOHN E.","C","REP",21886.04,0,"NY","20",NA,NA,NA,NA
"H6NY20191","SUNDWALL, ERIC","C","LIB",0,0,"NY","20",NA,NA,NA,NA
"H8NY20148","GOLDUP, TODD FRANCIS","C","UNK",300.16,300,"NY","20",NA,NA,NA,NA
"H6NY21124","RALEIGH, THOMAS J","C","DEM",0,0,"NY","21",NA,NA,NA,NA
"H8NY21138","STECK, PHILLIP G","O","DEM",552608.2,380758.2,"NY","21",NA,NA,NA,"L"
"H8NY21146","BROOKS, TRACEY","O","DEM",648006.53,540311.89,"NY","21",NA,NA,NA,NA
"H8NY21153","MITTLEMAN, GARY","O","DEM",107077,4877,"NY","21",NA,NA,NA,NA
"H8NY21179","SHAHINFAR, DARIUS","O","DEM",397094,270679.42,"NY","21",NA,NA,NA,NA
"H8NY21195","BURRIDGE, CRAIG MICHAEL","O","DEM",25875,21875,"NY","21",NA,NA,NA,NA
"H8NY21203","TONKO, PAUL DAVID","O","DEM",748251.61,430140.59,"NY","21",NA,"W",NA,"W"
"H8NY23084","MCNULTY, MICHAEL R.","I","DEM",83321.2,18225,"NY","21",NA,NA,NA,NA
"H2NY21073","REDLICH, WARREN","O","REP",0,0,"NY","21",NA,NA,NA,NA
"H8NY21187","BUHRMASTER, JAMES R","O","REP",504381.64,278685.51,"NY","21",NA,"W",NA,"L"
"H8NY21211","VASQUEZ, STEVEN","O","REP",26092,20244,"NY","21",NA,NA,NA,NA
"H2NY26080","HINCHEY, MAURICE D","I","DEM",698172.35,424737.94,"NY","22",NA,"W",NA,"W"
"H8NY22102","PHILLIPS, GEORGE K","C","REP",153598.03,145803.03,"NY","22",NA,"W",NA,"L"
"H8NY22110","LAYMAN, BRUCE E","C","REP",18216,7977,"NY","22",NA,NA,NA,NA
"H8NY22128","GRATE, DAVID R","C","REP",0,0,"NY","22",NA,NA,NA,NA
"H4NY23059","JOHNSON, ROBERT J","C","DEM",1666.07,250,"NY","23",NA,NA,NA,NA
"H8NY23100","OOT, MICHAEL P","C","DEM",107814.33,96435.18,"NY","23",NA,"W",NA,"L"
"H2NY24036","MCHUGH, JOHN M","I","REP",708608.26,183771.56,"NY","23",NA,"W",NA,"W"
"H6NY24128","ARCURI, MICHAEL A","I","DEM",1612043.45,655025.11,"NY","24",NA,"W",NA,"W"
"H2NY25017","BOEHLERT, SHERWOOD","C","REP",2849.35,0,"NY","24",NA,NA,NA,NA
"H6NY24144","MEIER, RAYMOND","O","REP",18065.47,0,"NY","24",NA,NA,NA,NA
"H8NY24066","HANNA, RICHARD L","C","REP",1092863.99,398912.02,"NY","24",NA,"W",NA,"L"
"H6NY25125","MAFFEI, DANIEL B MR.","O","DEM",2366304.48,1308825.72,"NY","25",NA,"W",NA,"W"
"H8NY25055","CAPPUCCILLI, PETER JR","O","REP",73020.66,61548.64,"NY","25",NA,NA,NA,NA
"H8NY25063","OAKS, ROBERT C","O","REP",83050,79550,"NY","25",NA,NA,NA,NA
"H8NY25071","SWEETLAND, DALE A","O","REP",406317.24,330088.32,"NY","25",NA,"W",NA,"L"
"H8NY25089","GAY, DAVID ANDREW","O","REP",5678,5678,"NY","25",NA,NA,NA,NA
"H8NY27036","WALSH, JAMES T","I","REP",796860,410100.36,"NY","25",NA,NA,NA,NA
"H0NY25037","HAWKINS, HOWIE","O","GRE",8485,5800,"NY","25",NA,NA,NA,"L"
"H4NY26045","DAVIS, JOHN R JR","O","DEM",3910536.88,0,"NY","26",NA,NA,NA,NA
"H8NY26061","POWERS, JONATHAN","O","DEM",1207583.28,867913.46,"NY","26",NA,NA,NA,"L"
"H8NY26079","KRYZAN, ALICE J","O","DEM",1235757.4,712400.75,"NY","26",NA,"W",NA,"L"
"H8NY26087","BELLAVIA, DAVID C","O","REP",7970,7970,"NY","26",NA,NA,NA,NA
"H8NY26095","LEE, CHRISTOPHER J.","O","REP",2247746.75,764516.14,"NY","26",NA,"W",NA,"W"
"H8NY27077","REYNOLDS, THOMAS M","I","REP",1305993.8,675781.23,"NY","26",NA,NA,NA,NA
"H4NY27068","CLARK, PAUL T","C","DEM",0,0,"NY","27",NA,NA,NA,NA
"H4NY27076","HIGGINS, BRIAN","I","DEM",1088829.13,671290.03,"NY","27",NA,"W",NA,"W"
"H4NY27100","THOMAS, MARK W","C","DEM",0,0,"NY","27",NA,NA,NA,NA
"H8NY27093","HUMISTON, DANIEL J","C","REP",192960.84,166324.84,"NY","27",NA,"W",NA,"L"
"H8NY27101","SCHROEDER, HAROLD W","C","CRV",4100,2100,"NY","27",NA,"W",NA,"L"
"H6NY03031","SLAUGHTER, LOUISE MCINTOSH","I","DEM",822548.74,226112.64,"NY","28",NA,"W",NA,"W"
"H6NY29168","MASSA, ERIC J J","C","DEM",2161661.56,1475306.51,"NY","29",NA,"W",NA,"W"
"H6NY36015","LAFALCE, JOHN J","C","DEM",24985.74,0,"NY","29",NA,NA,NA,NA
"H8NY29057","NACHBAR, DAVID","C","DEM",219218.48,15750,"NY","29",NA,NA,NA,NA
"H4NY29080","KUHL, JOHN","I","REP",1501074.39,574418.42,"NY","29",NA,"W",NA,"L"
"H4NY29106","KOLB, BRIAN M","C","REP",0,0,"NY","29",NA,NA,NA,NA
"H0OH01040","CRANLEY, JOHN J IV","C","DEM",8213.55,5000,"OH","01",NA,NA,NA,NA
"H8OH01068","DRIEHAUS, STEVEN LEO","C","DEM",1489651.91,834816.53,"OH","01",NA,"W",NA,"W"
"H8OH01043","CHABOT, STEVE","I","REP",2349750.68,935064.89,"OH","01",NA,"W",NA,"L"
"H6OH00015","JACOBS, THOR","C","DEM",0,0,"OH","02",NA,NA,NA,NA
"H6OH02151","WULSIN, VICTORIA","C","DEM",1929595.09,1497938.32,"OH","02",NA,"W",NA,"L"
"H6OH02243","DOWNEY, GABRIELLE VICTORIA","O","DEM",0,0,"OH","02",NA,NA,NA,NA
"H8OH02066","BLACK, STEPHEN L","C","DEM",655106.62,357616.54,"OH","02",NA,NA,NA,NA
"H0OH06049","MCEWEN, BOB","C","REP",0,0,"OH","02",NA,NA,NA,NA
"H4OH02032","PORTMAN, ROBERT J","C","REP",103607.07,0,"OH","02",NA,NA,NA,NA
"H6OH02078","DEWINE, R. PAT","O","REP",0,0,"OH","02",NA,NA,NA,NA
"H6OH02086","SCHMIDT, JEANNETTE H","I","REP",1289302.35,792682.29,"OH","02",NA,"W",NA,"W"
"H6OH02102","BRINKMAN, THOMAS E","C","REP",155412.29,67162.29,"OH","02",NA,NA,NA,NA
"H8OH02058","HEIMLICH, PHILIP M MR.","C","REP",372783.47,357332.07,"OH","02",NA,"L",NA,NA
"H8OH02082","BAILEY, NATHAN N","C","REP",3352,2052,"OH","02",NA,NA,NA,NA
"H8OH02090","KRIKORIAN, DAVID HARRY","C","NNE",203439.5,105559.22,"OH","02",NA,NA,NA,"L"
"H4OH03055","MITAKIDES, LOUELLA JANE","C","DEM",462028.08,171299.21,"OH","03",NA,"W",NA,"L"
"H6OH03159","CHEMA, JOHN RICHARD","C","DEM",0,0,"OH","03",NA,NA,NA,NA
"H8OH02041","SANDERS, CHARLES W","C","DEM",9255.3,775.72,"OH","03",NA,NA,NA,NA
"H2OH03067","TURNER, MIKE","I","REP",1211640.64,874883.86,"OH","03",NA,"W",NA,"W"
"H6OH04090","SIFERD, RICHARD E","O","DEM",138.95,0,"OH","04",NA,NA,NA,NA
"H8OH04054","CARROLL, MIKE","C","DEM",30658,11108,"OH","04",NA,"W",NA,"L"
"H2OH04032","OXLEY, MICHAEL G","C","REP",6871.45,0,"OH","04",NA,NA,NA,NA
"H6OH04082","JORDAN, JAMES D","I","REP",950219.21,582965.76,"OH","04",NA,"W",NA,"W"
"H6OH04132","GUGLIELMI, FRANK A","O","REP",720,300,"OH","04",NA,NA,NA,NA
"H4OH05035","WEIRAUCH, ROBIN","O","DEM",545835.03,219298.6,"OH","05","L",NA,NA,NA
"H8OH05093","MAYS, GEORGE F","C","DEM",7200,2583,"OH","05",NA,"W",NA,"L"
"H8OH05036","LATTA, ROBERT EDWARD","I","REP",1991574.64,764479.24,"OH","05","W","W",NA,"W"
"H8OH05044","GILLMOR, PAUL E","C","REP",191694.97,29075,"OH","05",NA,NA,NA,NA
"H8OH05077","BUEHRER, STEVE","O","REP",449801.42,414533.22,"OH","05",NA,NA,NA,NA
"H8OH05143","RADCLIFFE, SCOTT B","C","REP",63200.48,41111.79,"OH","05",NA,NA,NA,NA
"H6OH06038","STRICKLAND, TED",NA,"DEM",0,0,"OH","06",NA,NA,NA,NA
"H6OH06095","WILSON, CHARLES A JR","I","DEM",793061.41,206909,"OH","06",NA,"W",NA,"W"
"H6OH06111","BLASDEL, CHUCK","O","REP",0,0,"OH","06",NA,NA,NA,NA
"H6OH07093","SAKS, DANIEL","C","DEM",0,0,"OH","07",NA,NA,NA,NA
"H6OH07101","CONNER, WILLIAM R.","O","DEM",7962.73,5462.73,"OH","07",NA,NA,NA,NA
"H8OH07057","WOOLEVER, F DAVID","O","DEM",10025.34,1450,"OH","07",NA,NA,NA,NA
"H8OH07099","NEUHARDT, SHAREN SWARTZ","O","DEM",861995.98,582337.99,"OH","07",NA,"W",NA,"L"
"H8OH07107","WYDERSKI, RICHARD J","O","DEM",4672,4672,"OH","07",NA,NA,NA,NA
"H0OH07021","HOBSON, DAVID LEE","I","REP",552017.75,258793.8,"OH","07",NA,NA,NA,NA
"H8OH07065","AUSTRIA, STEVE C","O","REP",1209740.73,599360.69,"OH","07",NA,"W",NA,"W"
"H8OH07073","HOOD, RONALD EDWARD","O","REP",170720,151720,"OH","07",NA,NA,NA,NA
"H8OH07081","HARKINS, DANIEL C","O","REP",63910.76,61585.76,"OH","07",NA,NA,NA,NA
"H0OH08060","MEIER, MORTON WARNOCK","C","DEM",3261,3261,"OH","08",NA,NA,NA,NA
"H2OH08058","HARDENBROOK, JEFF","C","DEM",8194,226,"OH","08",NA,NA,NA,NA
"H8OH08063","VON STEIN, NICHOLAS ADAM","C","DEM",16708.13,5489.12,"OH","08",NA,"W",NA,"L"
"H0OH08029","BOEHNER, JOHN A","I","REP",5161991.51,1659889.81,"OH","08",NA,"W",NA,"W"
"H2OH09031","KAPTUR, MARCY","I","DEM",640881.92,259206.76,"OH","09",NA,"W",NA,"W"
"H4OH10134","FERRIS, BARBARA ANNE","C","DEM",70729,70729,"OH","10",NA,NA,NA,NA
"H6OH23033","KUCINICH, DENNIS J","I","DEM",2408620.73,2207033.17,"OH","10",NA,"W",NA,"W"
"H8OH10051","PALMER, ROSEMARY","C","DEM",183169.3,50967,"OH","10",NA,NA,NA,NA
"H8OH10069","CIMPERMAN, JOSEPH","C","DEM",621513.41,595013.41,"OH","10",NA,NA,NA,NA
"H8OH10077","O'GRADY, THOMAS E","C","DEM",37902,37652,"OH","10",NA,NA,NA,NA
"H6OH10097","WERNER, JASON DAVID","C","REP",7769,7769,"OH","10",NA,NA,NA,NA
"H6OH10105","DOVILLA, MICHAEL D","C","REP",3000,0,"OH","10",NA,NA,NA,NA
"H8OH10085","TRAKAS, JAMES PETER HONORABLE","C","REP",383988.58,336215.53,"OH","10",NA,"W",NA,"L"
"H8OH11067","JONES, STEPHANIE TUBBS","I","DEM",981243.14,319538.34,"OH","11",NA,"W",NA,NA
"H8OH11141","FUDGE, MARCIA L","O","DEM",330363.87,154288.56,"OH","11","W",NA,NA,"W"
"H8OH11182","RIVES, FRANK","O","DEM",0,0,"OH","11",NA,NA,NA,NA
"H8OH11273","WILLIS, CRAIG E","O","UNK",11608,0,"OH","11",NA,NA,NA,NA
"H0OH12013","SHAMANSKY, ROBERT N","C","DEM",526,525,"OH","12",NA,NA,NA,NA
"H8OH12057","BROWN, EDWARD S","C","DEM",0,0,"OH","12",NA,NA,NA,NA
"H8OH12099","GOODWIN, RUSS","C","DEM",21315,19555,"OH","12",NA,NA,NA,NA
"H8OH12107","ROBINSON, DAVID W","C","DEM",187802.61,153943.77,"OH","12",NA,"W",NA,"L"
"H0OH12062","TIBERI, PATRICK J","I","REP",2068837.69,891828.15,"OH","12",NA,"W",NA,"W"
"H8OH12081","RYON, DAVID BLAIR","C","REP",1923,320,"OH","12",NA,NA,NA,NA
"H4OH14094","CAFARO, CAPRI","O","DEM",6275,0,"OH","13",NA,NA,NA,NA
"H6OH13133","SUTTON, BETTY S MS.","I","DEM",739308.36,272376.22,"OH","13",NA,"W",NA,"W"
