State,District,Office_type,R_name,D_name,Unopposed/independent,Incumbent,Incumbent_margin,Sabato,Weird
Montana,,Senate,"Brad Johnson /
Thomas Madigan /
Jeremy Mygland /
Tim Sheehy /
Charles A. Walking Child",Jon Tester,n/a,TRUE,,Tossup,
Nebraska,,Senate,"Deb Fischer /
Arron Kowalski",n/a,Dan Osborn,TRUE,,Safe R,We are not predicting this race since there is no Democratic candidate in this election.
Nebraska Special,,Senate,"Pete Ricketts /
John Glen Weaver",Preston Love Jr.,n/a,FALSE,,Safe R,
Nevada,,Senate,"Sam Brown /
Cornell Clark /
William Conrad /
Heath Fulkerson /
Tony Grady /
Jeff Gunter /
Ronda Kennedy /
Barry Lindemann /
Jim Marchant /
Stephanie Phillips","Jacky Rosen /
Mike Schaefer /
Troy Walker","Chris Cunningham /
Christopher Okubo /
Joseph Destin /
Bradley Scott Wing",TRUE,,Lean D,
New Jersey,,Senate,"Curtis Bashaw /
Michael Estrada /
Albert Harshaw /
Justin Murphy /
Christine Serrano-Glassner /
Alex Zdan","Bob Menendez /
Patricia Campos Medina /
Kevin Cupples /
Lawrence Hamm /
Andrew Kim /
Patrick Merrill /
Tammy Murphy","Christina Khalil /
Nick Carducci",TRUE,,Safe D,
New Mexico,,Senate,"Nella Domenici /
Robert Kwasny /
Benjamin Luna /
John Roberts /
Reece Wright-McDonald","Martin Heinrich /
Joshua Kenderdine","Cameron Chick /
Jerry Rose",TRUE,,Safe D,
New York,,Senate,"David Bellon /
Cara Castronuova /
Calvin Driggers /
Joshua Eisen /
Jeffrey Rozier","Kirsten Gillibrand /
Tyrrell Lev Sharif Ben-Avi /
Daniel Foti /
Khaled Salem /
William Schweitzer /
Reece Wright-McDonald","YueXin Miller /
Jonathan Ramos /
Diane Sare",TRUE,,Safe D,
North Dakota,,Senate,Kevin Cramer,Katrina Christiansen,Kristin Hedger,TRUE,,Safe R,
Ohio,,Senate,Bernie Moreno,Sherrod Brown,n/a,TRUE,,Tossup,
Pennsylvania,,Senate,"David McCormick /
Tariq Parvez /
Brandi Tomasetti /
Joseph Vodvarka /
Cory Widmann","Bob Casey Jr. /
Blaine Forkner /
William Parker",Hussein Tartour-Aguirre,TRUE,,Likely D,
Rhode Island,,Senate,"Raymond McKay /
Patricia Morgan","Sheldon Whitehouse /
Allen Waters",n/a,TRUE,,Safe D,
Tennessee,,Senate,Marsha Blackburn,"Marquita Bradshaw /
Dylan Fain /
Gloria Johnson /
Civil Miller-Watkins",Wisdom Zerit Teklay,TRUE,,Safe R,
Texas,,Senate,Ted Cruz,Colin Allred,n/a,TRUE,,Likely R,
Utah,,Senate,"JR Bird /
John Curtis /
Brent Hatch /
Brian Jenkins /
Ty Jensen /
Gabriel Lobo-Blanco /
Carolyn Phippen /
Josh Randall /
Chandler Tanner /
Jason Walton /
Clark White /
Brad R. Wilson","Archie Williams III /
Laird Hamblin /
Caroline Gleich","Carlton Bowen /
Robert Newcomb",FALSE,,Safe R,
Vermont,,Senate,Gerald Malloy,n/a,Unopposed,FALSE,,Safe I,"Our model predicts the margin between Democratic and Republican votes. As such, we are not predicting this race since there is an independent incumbent."
Virginia,,Senate,"Hung Cao /
Jonathan Walker Emord /
Craig Ennis /
Edward Garcia /
Eddie Garcia /
Gwendolyn Hickman /
Kimberly Nadine Lowe /
Scott Parkinson /
Chuck Smith /
Ron Vitiello /
TJ Wallace",Tim Kaine,"Jonathan Hardin /
Csaba Menezes Rusznak /
Tiger Xiong",TRUE,,Safe D,
Washington,,Senate,"Destiny Archer /
Raul Garcia /
Gregory Saunders /
Ryan Searcy","Maria Cantwell /
Paul Giesick /
John Peterson /
Aria Ursa",n/a,TRUE,,Safe D,
West Virginia,,Senate,"Bryan Bird /
Jim Justice /
Zane Lawhorn /
Don Lindsay /
Bryan McKinney /
Janet McNulty /
Alexander Mooney","Don Blankenship /
Glenn Elliott /
Zachary Shrewsbury",Michael Sigmon,FALSE,,Safe R,
Wisconsin,,Senate,"Kyle Corrigan /
Eric Hovde /
Stacey Klein /
Rejani Raveendran /
Patrick Schaefer-Wicke",Tammy Baldwin,"Scott Aubart /
Phillip Anderson /
Joshua Harrington",TRUE,,Lean D,
Wyoming,,Senate,"John Barrasso /
Reid Rasner",Scott Morrow,Unopposed,TRUE,,Safe R,
Delaware,,Governor,Jerry Price,"Bethany Hall-Long /
Matt Meyer / 
Collin O'Mara",n/a,FALSE,,Safe D,
Indiana,,Governor,"Mike Braun /
Brad Chambers /
Suzanne Crouch /
Eric Doden /
Curtis Hill /
Jamie Reitenour",Jennifer McCormick,"Donald Rainwater /
Christopher Stried",FALSE,,Safe R,
Missouri,,Governor,"Jay Ashcroft /
Bill Eigel /
Mike Kehoe /
Chris Wright","Sheryl Gladney /
Mike Hamra /
Crystal Quade /
Eric Morrison / 
Hollis Laster",Larry Flenoid II,FALSE,,Safe R,
Montana,,Governor,"Greg Gianforte /
Tanner Smith","Ryan Busse /
Shawn White Wolf",Kaiser Leib,TRUE,,Safe R,
New Hampshire,,Governor,"Kelly Ayotte /
Chuck Morse /
Shaun Fife","Joyce Craig /
Jonathan Kiper /
Cinde Warmington",n/a,FALSE,,Tossup,
North Carolina,,Governor,Mark Robinson,Josh Stein,"Wayne Turner / 
Mike Ross",FALSE,,Tossup,
North Dakota,,Governor,"Kelly Armstrong /
Tammy Miller",Merrill Piepkorn,n/a,FALSE,,Safe R,
Utah,,Governor,"Spencer Cox /
Sylvia Miera Fisk /
Phil Lyman /
Scott Robbins",Brian King,Tom Tomeny,TRUE,,Safe R,
Vermont,,Governor,Phil Scott,Esther Charlestin,n/a,FALSE,,Likely R,
Washington,,Governor,"Semi Bird /
Laurel Khan /
Leon Lawson /
Dave Reichert /
Kriss Schuler / 
Tony Tasmaly /
Martin Wheeler /
Jim Daniel /
Tim Ford /
Daniel Miller","Bob Ferguson /
Fred Grant /
Chaytan Inman /
EL'ona Kearney /
Ricky Anthony /
Mark Mullet /
Don Rivers /
Reggie Grant /
Edward Cale","William Combs /
Michael DePaula /
Ambra Mason /
Bobbie Samons /
Cassondra Hanson /
Eric Nelson /
Geoff Nelson",FALSE,,Likely D,
West Virginia,,Governor,"Moore Capito /
Kevin Christian /
Chris Miller /
Patrick Morrisey /
Mitch Roberts /
Mac Warner",Steve Williams,"Erika Kolenich /
Chase Linko-Looper",FALSE,,Safe R,
AL,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
AK,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
AZ,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
AR,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
CA,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
CO,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
CT,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
DE,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
FL,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
GA,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
HI,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
ID,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
IL,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
IN,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
IA,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
KS,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
KY,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
LA,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
ME,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
ME,1,President,Donald Trump,Joe Biden,n/a,TRUE,,,
ME,2,President,Donald Trump,Joe Biden,n/a,TRUE,,,
MD,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
MA,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
MI,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
MN,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
MS,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
MO,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
MT,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
NE,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
NE,1,President,Donald Trump,Joe Biden,n/a,TRUE,,,
NE,2,President,Donald Trump,Joe Biden,n/a,TRUE,,,
NE,3,President,Donald Trump,Joe Biden,n/a,TRUE,,,
NV,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
NH,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
NJ,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
NM,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
NY,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
NC,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
ND,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
OH,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
OK,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
OR,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
PA,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
RI,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
SC,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
SD,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
TN,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
TX,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
UT,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
VT,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
VA,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
WA,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
WV,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
WI,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
WY,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
DC,,President,Donald Trump,Joe Biden,n/a,TRUE,,,
