year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified
2004,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,BEN MITCHELL,LIBERTY UNION,False,total,879,307208,False,20210114,OTHER
2004,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,CRAIG HILL,VERMONT GREEN,False,total,3999,307208,False,20210114,OTHER
2004,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,KEITH STERN,INDEPENDENT,False,total,3300,307208,False,20210114,OTHER
2004,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,,,True,total,174,307208,False,20210114,OTHER
2004,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,JACK MCMULLEN,REPUBLICAN,False,total,75398,307208,False,20210114,REPUBLICAN
2004,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,PATRICK J. LEAHY,DEMOCRAT,False,total,216972,307208,False,20210114,DEMOCRAT
2004,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,CRIS ERICSON,MARIJUANA,False,total,6486,307208,False,20210114,OTHER
2004,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,PATTY MURRAY,DEMOCRAT,False,total,1549708,2818651,False,20210114,DEMOCRAT
2004,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MARK B. WILSON,GREEN,False,total,30304,2818651,False,20210114,OTHER
2004,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,GEORGE R. NETHERCUTT,REPUBLICAN,False,total,1204584,2818651,False,20210114,REPUBLICAN
2004,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,J. MILLS,LIBERTARIAN,False,total,34055,2818651,False,20210114,LIBERTARIAN
2004,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,ARIF KHAN,LIBERTARIAN,False,total,8367,2949743,False,20210114,LIBERTARIAN
2004,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,834,2949743,False,20210114,OTHER
2004,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,RUSSEL D. FEINGOLD,DEMOCRAT,False,total,1632697,2949743,False,20210114,DEMOCRAT
2004,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,TIM MICHELS,REPUBLICAN,False,total,1301183,2949743,False,20210114,REPUBLICAN
2004,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,EUGENE A. HEM,INDEPENDENT,False,total,6662,2949743,False,20210114,OTHER
2006,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,JIM PEDERSON,DEMOCRAT,False,total,664141,1526782,False,20210114,DEMOCRAT
2006,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,,,True,total,12,1526782,False,20210114,OTHER
2006,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,JON KYL,REPUBLICAN,False,total,814398,1526782,False,20210114,REPUBLICAN
2006,ARIZONA,AZ,4,86,61,US SENATE,statewide,gen,False,RICHARD MACK,LIBERTARIAN,False,total,48231,1526782,False,20210114,LIBERTARIAN
2006,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,MARSHA FEINLAND,PEACE AND FREEDOM,False,total,117764,8541476,False,20210114,OTHER
2006,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,DON J. GRUNDMANN,INDEPENDENT,False,total,75350,8541476,False,20210114,OTHER
2006,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,DIANNE FEINSTEIN,DEMOCRAT,False,total,5076289,8541476,False,20210114,DEMOCRAT
2006,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,,,True,total,326,8541476,False,20210114,OTHER
2006,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,TODD CHRETIEN,GREEN,False,total,147074,8541476,False,20210114,OTHER
2006,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,MICHAEL S. METTI,LIBERTARIAN,False,total,133851,8541476,False,20210114,LIBERTARIAN
2006,CALIFORNIA,CA,6,93,71,US SENATE,statewide,gen,False,"RICHARD ""DICK"" MOUNTJOY",REPUBLICAN,False,total,2990822,8541476,False,20210114,REPUBLICAN
2006,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,JOSEPH I. LIEBERMAN,CONNECTICUT FOR LIEBERMAN,False,total,564095,1134777,False,20210114,OTHER
2006,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,TIMOTHY A. KNIBBS,CONCERNED CITIZENS,False,total,4638,1134777,False,20210114,OTHER
2006,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,ALAN SCHLESINGER,REPUBLICAN,False,total,109198,1134777,False,20210114,REPUBLICAN
2006,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,,,True,total,80,1134777,False,20210114,OTHER
2006,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,NED LAMONT,DEMOCRAT,False,total,450844,1134777,False,20210114,DEMOCRAT
2006,CONNECTICUT,CT,9,16,1,US SENATE,statewide,gen,False,RALPH A. FERRUCCI,GREEN,False,total,5922,1134777,False,20210114,OTHER
2006,DELAWARE,DE,10,51,11,US SENATE,statewide,gen,False,JAN TING,REPUBLICAN,False,total,69734,242972,False,20210114,REPUBLICAN
2006,DELAWARE,DE,10,51,11,US SENATE,statewide,gen,False,WILLIAM E. MORRIS,LIBERTARIAN,False,total,2671,242972,False,20210114,LIBERTARIAN
2006,DELAWARE,DE,10,51,11,US SENATE,statewide,gen,False,THOMAS R. CARPER,DEMOCRAT,False,total,170567,242972,False,20210114,DEMOCRAT
2006,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,BELINDA NOAH,NONE,False,total,24880,4793534,False,20210114,OTHER
2006,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,,,True,total,16,4793534,False,20210114,OTHER
2006,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,FLOYD RAY FRAZIER,NONE,False,total,16628,4793534,False,20210114,OTHER
2006,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,BILL NELSON,DEMOCRAT,False,total,2890548,4793534,False,20210114,DEMOCRAT
2006,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,BRIAN MOORE,NONE,False,total,19695,4793534,False,20210114,OTHER
2006,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,,,True,total,78,4793534,False,20210114,OTHER
2006,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,ROY TANNER,NONE,False,total,15562,4793534,False,20210114,OTHER
2006,FLORIDA,FL,12,59,43,US SENATE,statewide,gen,False,KATHERINE HARRIS,REPUBLICAN,False,total,1826127,4793534,False,20210114,REPUBLICAN
2006,HAWAII,HI,15,95,82,US SENATE,statewide,gen,False,LLOYD JEFFREY MALLAN,LIBERTARIAN,False,total,6415,342842,False,20210114,LIBERTARIAN
2006,HAWAII,HI,15,95,82,US SENATE,statewide,gen,False,CYNTHIA THIELEN,REPUBLICAN,False,total,126097,342842,False,20210114,REPUBLICAN
2006,HAWAII,HI,15,95,82,US SENATE,statewide,gen,False,DANIEL K. AKAKA,DEMOCRAT,False,total,210330,342842,False,20210114,DEMOCRAT
2006,INDIANA,IN,18,32,22,US SENATE,statewide,gen,False,RICHARD G. LUGAR,REPUBLICAN,False,total,1171553,1341111,False,20210114,REPUBLICAN
2006,INDIANA,IN,18,32,22,US SENATE,statewide,gen,False,,,True,total,294,1341111,False,20210114,OTHER
2006,INDIANA,IN,18,32,22,US SENATE,statewide,gen,False,STEVE OSBORN,LIBERTARIAN,False,total,168820,1341111,False,20210114,LIBERTARIAN
2006,INDIANA,IN,18,32,22,US SENATE,statewide,gen,False,,,True,total,444,1341111,False,20210114,OTHER
2006,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,OTHER,,False,total,179,545128,False,20210114,OTHER
2006,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,OLYMPIA J. SNOWE,REPUBLICAN,False,total,405596,545128,False,20210114,REPUBLICAN
2006,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,WILLIAM H. SLAVICK,INDEPENDENT,False,total,26222,545128,False,20210114,OTHER
2006,MAINE,ME,23,11,2,US SENATE,statewide,gen,False,JEAN M. HAY BRIGHT,DEMOCRAT,False,total,113131,545128,False,20210114,DEMOCRAT
2006,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,120,1781139,False,20210114,OTHER
2006,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,KEVIN ZEESE,GREEN,False,total,27564,1781139,False,20210114,OTHER
2006,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,MICHAEL S. STEELE,REPUBLICAN,False,total,787182,1781139,False,20210114,REPUBLICAN
2006,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,796,1781139,False,20210114,OTHER
2006,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,BENJAMIN L. CARDIN,DEMOCRAT,False,total,965477,1781139,False,20210114,DEMOCRAT
2006,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,EDWARD M. KENNEDY,DEMOCRAT,False,total,1500738,2243835,False,20210114,DEMOCRAT
2006,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,78345,2243835,False,20210114,OTHER
2006,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,3220,2243835,False,20210114,OTHER
2006,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,KENNETH G. CHASE,REPUBLICAN,False,total,661532,2243835,False,20210114,REPUBLICAN
2006,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,,,True,total,24,3780142,False,20210114,OTHER
2006,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,DEBBIE STABENOW,DEMOCRAT,False,total,2151278,3780142,False,20210114,DEMOCRAT
2006,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,DAVID SOLE,GREEN,False,total,23890,3780142,False,20210114,OTHER
2006,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,LEONARD SCHWARTZ,LIBERTARIAN,False,total,27012,3780142,False,20210114,LIBERTARIAN
2006,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,W. DENNIS FITZSIMONS,U.S. TAXPAYERS,False,total,18341,3780142,False,20210114,OTHER
2006,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,MICHAEL BOUCHARD,REPUBLICAN,False,total,1559597,3780142,False,20210114,REPUBLICAN
2006,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,BEN POWERS,CONSTITUTION,False,total,5408,2202772,False,20210114,OTHER
2006,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,MARK R. KENNEDY,REPUBLICAN,False,total,835653,2202772,False,20210114,REPUBLICAN
2006,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,,,True,total,954,2202772,False,20210114,OTHER
2006,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,MICHAEL JAMES CAVLAN,GREEN,False,total,10714,2202772,False,20210114,OTHER
2006,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,AMY KLOBUCHAR,DEMOCRATIC-FARMER-LABOR,False,total,1278849,2202772,False,20210114,DEMOCRAT
2006,MINNESOTA,MN,27,41,33,US SENATE,statewide,gen,False,ROBERT FITZGERALD,INDEPENDENCE,False,total,71194,2202772,False,20210114,OTHER
2006,MISSISSIPPI,MS,28,64,46,US SENATE,statewide,gen,False,HAROLD M. TAYLOR,LIBERTARIAN,False,total,9522,610921,False,20210114,LIBERTARIAN
2006,MISSISSIPPI,MS,28,64,46,US SENATE,statewide,gen,False,TRENT LOTT,REPUBLICAN,False,total,388399,610921,False,20210114,REPUBLICAN
2006,MISSISSIPPI,MS,28,64,46,US SENATE,statewide,gen,False,ERIK R. FLEMING,DEMOCRAT,False,total,213000,610921,False,20210114,DEMOCRAT
2006,MISSOURI,MO,29,43,34,US SENATE,statewide,gen,False,FRANK GILMOUR,LIBERTARIAN,False,total,47792,2128459,False,20210114,LIBERTARIAN
2006,MISSOURI,MO,29,43,34,US SENATE,statewide,gen,False,,,True,total,88,2128459,False,20210114,OTHER
2006,MISSOURI,MO,29,43,34,US SENATE,statewide,gen,False,JAMES M. TALENT,REPUBLICAN,False,total,1006941,2128459,False,20210114,REPUBLICAN
2006,MISSOURI,MO,29,43,34,US SENATE,statewide,gen,False,LYDIA LEWIS,PROGRESSIVE,False,total,18383,2128459,False,20210114,OTHER
2006,MISSOURI,MO,29,43,34,US SENATE,statewide,gen,False,CLAIRE MCCASKILL,DEMOCRAT,False,total,1055255,2128459,False,20210114,DEMOCRAT
2006,MONTANA,MT,30,81,64,US SENATE,statewide,gen,False,CONRAD BURNS,REPUBLICAN,False,total,196283,406505,False,20210114,REPUBLICAN
2006,MONTANA,MT,30,81,64,US SENATE,statewide,gen,False,STAN JONES,LIBERTARIAN,False,total,10377,406505,False,20210114,LIBERTARIAN
2006,MONTANA,MT,30,81,64,US SENATE,statewide,gen,False,JON TESTER,DEMOCRAT,False,total,199845,406505,False,20210114,DEMOCRAT
2006,NEBRASKA,NE,31,46,35,US SENATE,statewide,gen,False,PETE RICKETTS,REPUBLICAN,False,total,213928,592316,False,20210114,REPUBLICAN
2006,NEBRASKA,NE,31,46,35,US SENATE,statewide,gen,False,E. BENJAMIN NELSON,DEMOCRAT,False,total,378388,592316,False,20210114,DEMOCRAT
2006,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,DAVID K. SCHUMANN,INDEPENDENT,False,total,7774,582572,False,20210114,OTHER
2006,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,BRENDAN TRAINOR,LIBERTARIAN,False,total,5269,582572,False,20210114,LIBERTARIAN
2006,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,OTHER,,False,total,8232,582572,False,20210114,OTHER
2006,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,JOHN ENSIGN,REPUBLICAN,False,total,322501,582572,False,20210114,REPUBLICAN
2006,NEVADA,NV,32,88,65,US SENATE,statewide,gen,False,JACK CARTER,DEMOCRAT,False,total,238796,582572,False,20210114,DEMOCRAT
2006,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,"THOMAS H. KEAN, JR.",REPUBLICAN,False,total,41998,101973,False,20210114,REPUBLICAN
2006,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,ROBERT MENENDEZ,DEMOCRAT,False,total,58333,101973,False,20210114,DEMOCRAT
2006,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,ANGELA L. LARISCY,SOCIALIST WORKERS,False,total,90,101973,False,20210114,OTHER
2006,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,DARYL MIKELL BROOKS,POOR PEOPLE«êS CAMPAIGN,False,total,263,101973,False,20210114,OTHER
2006,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,LEN FLYNN,LIBERTARIAN,False,total,345,101973,False,20210114,LIBERTARIAN
2006,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,J. M. CARTER,GOD WE TRUST,False,total,395,101973,False,20210114,OTHER
2006,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,EDWARD FORCHION,LEGALIZE MARIJUANA (G.R.I.P.),False,total,336,101973,False,20210114,OTHER
2006,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,N. LEONARD SMITH,SOLIDARITY,False,total,166,101973,False,20210114,OTHER
2006,NEW JERSEY,NJ,34,22,12,US SENATE,statewide,gen,False,GREGORY PASON,SOCIALIST PARTY USA,False,total,47,101973,False,20210114,OTHER
2006,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,False,ALLEN W. MCCULLOCH,REPUBLICAN,False,total,163826,558550,False,20210114,REPUBLICAN
2006,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,False,,,True,total,359,558550,False,20210114,OTHER
2006,NEW MEXICO,NM,35,85,66,US SENATE,statewide,gen,False,JEFF BINGAMAN,DEMOCRAT,False,total,394365,558550,False,20210114,DEMOCRAT
2006,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,WILLIAM VAN AUKEN,SOCIALIST EQUALITY,False,total,6004,4700632,False,20210114,OTHER
2006,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,HILLARY RODHAM CLINTON,INDEPENDENCE,False,total,160705,4700632,False,20210114,OTHER
2006,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,JOHN SPENCER,REPUBLICAN,False,total,1212902,4700632,False,20210114,REPUBLICAN
2006,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,ROGER CALERO,SOCIALIST WORKERS,False,total,6967,4700632,False,20210114,OTHER
2006,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,HOWIE HAWKINS,GREEN,False,total,55469,4700632,False,20210114,OTHER
2006,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,JOHN SPENCER,CONSERVATIVE,False,total,179287,4700632,False,20210114,OTHER
2006,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,JEFFREY T. RUSSELL,LIBERTARIAN,False,total,20996,4700632,False,20210114,LIBERTARIAN
2006,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,HILLARY RODHAM CLINTON,WORKING FAMILIES,False,total,148792,4700632,False,20210114,OTHER
2006,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,HILLARY RODHAM CLINTON,DEMOCRAT,False,total,2698931,4700632,False,20210114,DEMOCRAT
2006,NEW YORK,NY,36,21,13,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,210579,4700632,False,20210114,OTHER
2006,NORTH DAKOTA,ND,38,44,36,US SENATE,statewide,gen,False,ROLAND RIEMERS,INDEPENDENT,False,total,2194,218152,False,20210114,OTHER
2006,NORTH DAKOTA,ND,38,44,36,US SENATE,statewide,gen,False,JAMES GERMALIC,INDEPENDENT,False,total,1395,218152,False,20210114,OTHER
2006,NORTH DAKOTA,ND,38,44,36,US SENATE,statewide,gen,False,DWIGHT GROTBERG,REPUBLICAN,False,total,64417,218152,False,20210114,REPUBLICAN
2006,NORTH DAKOTA,ND,38,44,36,US SENATE,statewide,gen,False,KENT CONRAD,DEMOCRAT,False,total,150146,218152,False,20210114,DEMOCRAT
2006,OHIO,OH,39,31,24,US SENATE,statewide,gen,False,,,True,total,830,4019236,False,20210114,OTHER
2006,OHIO,OH,39,31,24,US SENATE,statewide,gen,False,MIKE DEWINE,REPUBLICAN,False,total,1761037,4019236,False,20210114,REPUBLICAN
2006,OHIO,OH,39,31,24,US SENATE,statewide,gen,False,SHERROD BROWN,DEMOCRAT,False,total,2257369,4019236,False,20210114,DEMOCRAT
2006,PENNSYLVANIA,PA,42,23,14,US SENATE,statewide,gen,False,"BOB CASEY, JR.",DEMOCRAT,False,total,2392984,4081043,False,20210114,DEMOCRAT
2006,PENNSYLVANIA,PA,42,23,14,US SENATE,statewide,gen,False,,,True,total,3281,4081043,False,20210114,OTHER
2006,PENNSYLVANIA,PA,42,23,14,US SENATE,statewide,gen,False,RICK SANTORUM,REPUBLICAN,False,total,1684778,4081043,False,20210114,REPUBLICAN
2006,RHODE ISLAND,RI,44,15,5,US SENATE,statewide,gen,False,LINCOLN CHAFEE,REPUBLICAN,False,total,178950,384993,False,20210114,REPUBLICAN
2006,RHODE ISLAND,RI,44,15,5,US SENATE,statewide,gen,False,SHELDON WHITEHOUSE,DEMOCRAT,False,total,206043,384993,False,20210114,DEMOCRAT
2006,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,DAVID GATCHELL,INDEPENDENT,False,total,3746,1833695,False,20210114,OTHER
2006,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,"HAROLD E. FORD, JR.",DEMOCRAT,False,total,879976,1833695,False,20210114,DEMOCRAT
2006,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,EMORY ê_«äê_«äBOê_«êê_«ê HEYWARD,INDEPENDENT,False,total,3580,1833695,False,20210114,OTHER
2006,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,MARY TAYLOR SHELBY,INDEPENDENT,False,total,1,1833695,False,20210114,OTHER
2006,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,GARY KEPLINGER,INDEPENDENT,False,total,3033,1833695,False,20210114,OTHER
2006,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,GLORIA D. REAGON PRICE,INDEPENDENT,False,total,1,1833695,False,20210114,OTHER
2006,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,CHRISTOPHER JOSEPH LUGO,INDEPENDENT,False,total,2589,1833695,False,20210114,OTHER
2006,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,ED CHOATE,INDEPENDENT,False,total,10831,1833695,False,20210114,OTHER
2006,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,JAMES ANTHONY GRAY,INDEPENDENT,False,total,14,1833695,False,20210114,OTHER
2006,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,BOB CORKER,REPUBLICAN,False,total,929911,1833695,False,20210114,REPUBLICAN
2006,TENNESSEE,TN,47,62,54,US SENATE,statewide,gen,False,JOHN JAY HOOKER,INDEPENDENT,False,total,13,1833695,False,20210114,OTHER
2006,TEXAS,TX,48,74,49,US SENATE,statewide,gen,False,BARBARA ANN RADNOFSKY,DEMOCRAT,False,total,1555202,4314663,False,20210114,DEMOCRAT
2006,TEXAS,TX,48,74,49,US SENATE,statewide,gen,False,KAY BAILEY HUTCHISON,REPUBLICAN,False,total,2661789,4314663,False,20210114,REPUBLICAN
2006,TEXAS,TX,48,74,49,US SENATE,statewide,gen,False,SCOTT LANIER JAMESON,LIBERTARIAN,False,total,97672,4314663,False,20210114,LIBERTARIAN
2006,UTAH,UT,49,87,67,US SENATE,statewide,gen,False,ROGER I. PRICE,PERSONAL CHOICE,False,total,9089,571252,False,20210114,OTHER
2006,UTAH,UT,49,87,67,US SENATE,statewide,gen,False,JULIAN HATCH,DESERT GREENS,False,total,2512,571252,False,20210114,OTHER
2006,UTAH,UT,49,87,67,US SENATE,statewide,gen,False,DAVID STARR SEELY,LIBERTARIAN,False,total,4428,571252,False,20210114,LIBERTARIAN
2006,UTAH,UT,49,87,67,US SENATE,statewide,gen,False,ORRIN G. HATCH,REPUBLICAN,False,total,356238,571252,False,20210114,REPUBLICAN
2006,UTAH,UT,49,87,67,US SENATE,statewide,gen,False,PETE ASHDOWN,DEMOCRAT,False,total,177459,571252,False,20210114,DEMOCRAT
2006,UTAH,UT,49,87,67,US SENATE,statewide,gen,False,SCOTT N. BRADLEY,CONSTITUTION,False,total,21526,571252,False,20210114,OTHER
2006,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,,,True,total,267,262419,False,20210114,OTHER
2006,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,PETE DIAMONDSTONE,LIBERTY UNION,False,total,801,262419,False,20210114,OTHER
2006,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,RICH TARRANT,REPUBLICAN,False,total,84924,262419,False,20210114,REPUBLICAN
2006,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,PETER MOSS,ANTI-BUSHIST CANDIDATE,False,total,1518,262419,False,20210114,OTHER
2006,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,BERNARD SANDERS,INDEPENDENT,False,total,171638,262419,False,20210114,OTHER
2006,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,CRIS ERICSON,INDEPENDENT,False,total,1735,262419,False,20210114,OTHER
2006,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,CRAIG HILL,GREEN,False,total,1536,262419,False,20210114,OTHER
2006,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,2460,2370445,False,20210114,OTHER
2006,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,"JAMES H. ""JIM"" WEBB, JR.",DEMOCRAT,False,total,1175606,2370445,False,20210114,DEMOCRAT
2006,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,GEORGE ALLEN,REPUBLICAN,False,total,1166277,2370445,False,20210114,REPUBLICAN
2006,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,GLENDA GAIL PARKER,INDEPENDENT GREEN,False,total,26102,2370445,False,20210114,OTHER
2006,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,ROBIN ADAIR,INDEPENDENT,False,total,16384,2083734,False,20210114,OTHER
2006,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MIKE MCGAVICK,REPUBLICAN,False,total,832106,2083734,False,20210114,REPUBLICAN
2006,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,BRUCE GUTHRIE,LIBERTARIAN,False,total,29331,2083734,False,20210114,LIBERTARIAN
2006,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MARIA CANTWELL,DEMOCRAT,False,total,1184659,2083734,False,20210114,DEMOCRAT
2006,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,AARON DIXON,GREEN,False,total,21254,2083734,False,20210114,OTHER
2006,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,ROBERT C. BYRD,DEMOCRAT,False,total,159154,206562,False,20210114,DEMOCRAT
2006,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOHN R. RAESE,REPUBLICAN,False,total,47408,206562,False,20210114,REPUBLICAN
2006,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,BEN J. GLATZEL,INDEPENDENT,False,total,25096,2138297,False,20210114,OTHER
2006,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,SCATTER,,False,total,1254,2138297,False,20210114,OTHER
2006,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,HERB KOHL,DEMOCRAT,False,total,1439214,2138297,False,20210114,DEMOCRAT
2006,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,ROBERT GERALD LORGE,REPUBLICAN,False,total,630299,2138297,False,20210114,REPUBLICAN
2006,WISCONSIN,WI,55,35,25,US SENATE,statewide,gen,False,RAE VOGELER,WISCONSIN GREEN,False,total,42434,2138297,False,20210114,OTHER
2006,WYOMING,WY,56,83,68,US SENATE,statewide,gen,False,BLANK VOTE,,False,total,3019,196215,False,20210114,OTHER
2006,WYOMING,WY,56,83,68,US SENATE,statewide,gen,False,DALE GROUTAGE,DEMOCRAT,False,total,57671,196215,False,20210114,DEMOCRAT
2006,WYOMING,WY,56,83,68,US SENATE,statewide,gen,False,OVER VOTE,,False,total,60,196215,False,20210114,OTHER
2006,WYOMING,WY,56,83,68,US SENATE,statewide,gen,False,CRAIG THOMAS,REPUBLICAN,False,total,135174,196215,False,20210114,REPUBLICAN
2006,WYOMING,WY,56,83,68,US SENATE,statewide,gen,False,,,True,total,291,196215,False,20210114,OTHER
2008,ALABAMA,AL,1,63,41,US SENATE,statewide,gen,False,VIVIAN DAVIS FIGURES,DEMOCRAT,False,total,752391,2060191,False,20210114,DEMOCRAT
2008,ALABAMA,AL,1,63,41,US SENATE,statewide,gen,False,,,True,total,2417,2060191,False,20210114,OTHER
2008,ALABAMA,AL,1,63,41,US SENATE,statewide,gen,False,JEFF SESSIONS,REPUBLICAN,False,total,1305383,2060191,False,20210114,REPUBLICAN
2008,ALASKA,AK,2,94,81,US SENATE,statewide,gen,False,TED STEVENS,REPUBLICAN,False,total,147814,317723,False,20210114,REPUBLICAN
